TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,GAME,ROUND,SEASON
ATL,2022-04-24,MIA,"DAVIS, ANTHONY",17,18,5,2,3,0,1,1,0,9,13,0.6923076923,0,1,0,0,0,NA,0,MIA,0,25,NA,105,88,29.12054795,W,PLAYOFF,3,1,21-22
ATL,2022-04-24,MIA,"HORFORD, AL",24,8,10,1,9,0,0,3,0,4,5,0.8,0,0,NA,0,0,NA,0,MIA,0,21,NA,105,88,35.89041096,W,PLAYOFF,3,1,21-22
ATL,2022-04-24,MIA,"POWELL, NORMAN",40,7,7,0,7,5,2,0,1,3,8,0.375,1,3,0.3333333333,0,0,NA,0,MIA,0,21,NA,105,88,28.91506849,W,PLAYOFF,3,1,21-22
ATL,2022-04-24,MIA,"ZELLER, CODY",18,6,4,2,2,2,1,0,3,3,3,1,0,0,NA,0,0,NA,0,MIA,0,13,NA,105,88,29.55068493,W,PLAYOFF,3,1,21-22
ATL,2022-04-24,MIA,"GRANT, JERAMI",30,5,6,1,5,5,1,2,0,2,4,0.5,0,1,0,1,1,1,3,MIA,0,19,NA,105,88,28.11780822,W,PLAYOFF,3,1,21-22
ATL,2022-04-24,MIA,"ANTHONY, CARMELO",18,4,4,1,3,2,0,0,0,2,7,0.2857142857,0,0,NA,0,0,NA,1,MIA,0,10,NA,105,88,37.90410959,W,PLAYOFF,3,1,21-22
ATL,2022-04-24,MIA,"HARDAWAY, TIM",11,2,0,0,0,1,0,0,0,1,5,0.2,0,2,0,0,0,NA,0,MIA,0,3,NA,105,88,24.20547945,W,PLAYOFF,3,1,21-22
ATL,2022-04-28,MIA,"YOUNG, TRAE",40,38,4,1,3,7,1,0,0,15,30,0.5,4,7,0.5714285714,4,4,1,1,MIA,0,50,NA,108,86,23.60547945,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"GEORGE, PAUL",40,21,3,0,3,5,1,0,0,9,15,0.6,3,5,0.6,0,0,NA,1,MIA,0,30,NA,108,86,31.9890411,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"POWELL, NORMAN",42,14,7,1,6,10,2,1,0,7,13,0.5384615385,0,1,0,0,0,NA,2,MIA,0,34,NA,108,86,28.9260274,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"DAVIS, ANTHONY",20,13,6,1,5,1,0,0,0,6,10,0.6,0,0,NA,1,2,0.5,1,MIA,0,20,NA,108,86,29.13150685,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"GRANT, JERAMI",29,7,10,1,9,2,0,1,0,3,7,0.4285714286,1,3,0.3333333333,0,0,NA,0,MIA,0,20,NA,108,86,28.12876712,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"HARDAWAY, TIM",11,7,1,0,1,2,0,0,0,1,6,0.1666666667,1,5,0.2,4,4,1,0,MIA,0,10,NA,108,86,24.21643836,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"ZELLER, CODY",14,6,8,2,6,1,0,0,0,3,3,1,0,0,NA,0,0,NA,0,MIA,0,15,NA,108,86,29.56164384,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"ANTHONY, CARMELO",16,2,1,0,1,1,0,1,0,1,3,0.3333333333,0,1,0,0,0,NA,1,MIA,0,5,NA,108,86,37.91506849,W,PLAYOFF,4,1,21-22
ATL,2022-04-28,MIA,"HORFORD, AL",28,0,4,0,4,0,0,1,1,0,1,0,0,1,0,0,0,NA,1,MIA,0,5,NA,108,86,35.90136986,W,PLAYOFF,4,1,21-22
ATL,2022-05-02,@MIA,"YOUNG, TRAE",44,39,11,0,11,7,0,0,0,15,26,0.5769230769,4,9,0.4444444444,5,5,1,0,MIA,0,57,NA,113,105,23.61643836,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"GEORGE, PAUL",43,28,4,0,4,6,2,0,1,11,26,0.4230769231,2,7,0.2857142857,4,4,1,3,MIA,0,40,NA,113,105,32,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"POWELL, NORMAN",35,16,5,0,5,3,0,0,1,6,9,0.6666666667,3,4,0.75,1,1,1,0,MIA,0,24,NA,113,105,28.9369863,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"ANTHONY, CARMELO",22,10,2,0,2,3,0,1,1,5,6,0.8333333333,0,0,NA,0,0,NA,0,MIA,0,16,NA,113,105,37.9260274,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"DAVIS, ANTHONY",14,8,3,2,1,0,0,1,1,4,10,0.4,0,1,0,0,0,NA,0,MIA,0,12,NA,113,105,29.14246575,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"ZELLER, CODY",18,6,7,3,4,1,0,0,1,3,5,0.6,0,0,NA,0,0,NA,0,MIA,0,14,NA,113,105,29.57260274,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"HARDAWAY, TIM",11,4,1,0,1,0,0,0,0,1,4,0.25,0,0,NA,2,2,1,0,MIA,0,5,NA,113,105,24.22739726,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"GRANT, JERAMI",27,2,4,0,4,7,0,4,0,1,4,0.25,0,2,0,0,0,NA,0,MIA,0,17,NA,113,105,28.13972603,W,PLAYOFF,5,1,21-22
ATL,2022-05-02,@MIA,"HORFORD, AL",26,0,3,0,3,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,MIA,0,6,NA,113,105,35.91232877,W,PLAYOFF,5,1,21-22
ATL,2022-05-08,@MIL,"DAVIS, ANTHONY",27,25,9,0,9,2,2,2,1,10,16,0.625,1,3,0.3333333333,4,4,1,1,MIL,0,40,NA,109,104,29.15890411,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"YOUNG, TRAE",37,24,2,0,2,11,2,0,3,9,20,0.45,4,6,0.6666666667,2,2,1,1,MIL,0,39,NA,109,104,23.63287671,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"POWELL, NORMAN",42,16,7,1,6,5,0,0,1,7,13,0.5384615385,2,4,0.5,0,0,NA,0,MIL,0,28,NA,109,104,28.95342466,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"ZELLER, CODY",15,12,6,1,5,0,0,0,1,4,4,1,0,0,NA,4,4,1,1,MIL,0,18,NA,109,104,29.5890411,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"GEORGE, PAUL",41,10,11,3,8,7,1,1,1,4,17,0.2352941176,0,1,0,2,2,1,2,MIL,0,30,NA,109,104,32.01643836,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"GRANT, JERAMI",19,10,4,0,4,1,0,0,0,5,6,0.8333333333,0,0,NA,0,0,NA,0,MIL,0,15,NA,109,104,28.15616438,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"ANTHONY, CARMELO",22,8,4,1,3,4,0,0,0,3,7,0.4285714286,0,2,0,2,2,1,1,MIL,0,16,NA,109,104,37.94246575,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"HORFORD, AL",27,4,5,1,4,0,0,2,1,2,4,0.5,0,0,NA,0,0,NA,1,MIL,0,11,NA,109,104,35.92876712,W,PLAYOFF,1,2,21-22
ATL,2022-05-08,@MIL,"HARDAWAY, TIM",10,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,NA,0,MIL,0,0,NA,109,104,24.24383562,W,PLAYOFF,1,2,21-22
ATL,2022-05-10,@MIL,"YOUNG, TRAE",44,26,5,2,3,6,0,0,2,11,26,0.4230769231,4,8,0.5,0,0,NA,1,MIL,0,37,NA,96,101,23.63835616,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"GEORGE, PAUL",40,23,8,0,8,6,1,0,1,9,26,0.3461538462,1,5,0.2,4,4,1,0,MIL,0,38,NA,96,101,32.02191781,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"DAVIS, ANTHONY",26,11,6,0,6,1,0,2,3,5,9,0.5555555556,0,0,NA,1,2,0.5,2,MIL,0,20,NA,96,101,29.16438356,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"POWELL, NORMAN",35,9,5,0,5,4,0,0,2,4,7,0.5714285714,1,3,0.3333333333,0,0,NA,2,MIL,0,18,NA,96,101,28.95890411,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"GRANT, JERAMI",24,8,3,0,3,5,0,0,0,3,5,0.6,0,0,NA,2,2,1,2,MIL,0,16,NA,96,101,28.16164384,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"HARDAWAY, TIM",12,8,1,0,1,1,0,0,0,3,5,0.6,2,3,0.6666666667,0,0,NA,0,MIL,0,10,NA,96,101,24.24931507,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"HORFORD, AL",25,7,10,1,9,1,0,2,0,3,8,0.375,1,2,0.5,0,0,NA,1,MIL,0,20,NA,96,101,35.93424658,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"ANTHONY, CARMELO",18,2,7,0,7,5,0,0,0,1,4,0.25,0,1,0,0,0,NA,0,MIL,0,14,NA,96,101,37.94794521,L,PLAYOFF,2,2,21-22
ATL,2022-05-10,@MIL,"ZELLER, CODY",16,2,6,2,4,2,0,0,0,1,5,0.2,0,0,NA,0,0,NA,0,MIL,0,10,NA,96,101,29.59452055,L,PLAYOFF,2,2,21-22
ATL,2022-05-12,MIL,"YOUNG, TRAE",40,23,4,0,4,2,0,0,3,9,16,0.5625,3,4,0.75,2,2,1,1,MIL,0,29,NA,90,111,23.64383562,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"DAVIS, ANTHONY",39,19,9,2,7,6,0,0,1,9,14,0.6428571429,0,2,0,1,1,1,2,MIL,0,34,NA,90,111,29.16986301,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"GEORGE, PAUL",42,17,1,0,1,8,1,0,1,7,30,0.2333333333,3,9,0.3333333333,0,0,NA,4,MIL,0,27,NA,90,111,32.02739726,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"POWELL, NORMAN",40,15,4,1,3,2,1,0,0,6,15,0.4,3,6,0.5,0,0,NA,0,MIL,0,22,NA,90,111,28.96438356,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"HORFORD, AL",17,6,8,2,6,1,0,2,1,3,5,0.6,0,0,NA,0,0,NA,2,MIL,0,17,NA,90,111,35.93972603,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"GRANT, JERAMI",26,3,2,0,2,1,0,1,0,1,2,0.5,1,1,1,0,0,NA,0,MIL,0,7,NA,90,111,28.16712329,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"HARDAWAY, TIM",10,3,1,0,1,1,0,0,0,1,4,0.25,1,1,1,0,0,NA,0,MIL,0,5,NA,90,111,24.25479452,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"ZELLER, CODY",10,2,4,0,4,0,0,0,0,1,3,0.3333333333,0,0,NA,0,0,NA,1,MIL,0,6,NA,90,111,29.6,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"SMITH, ISH",2,2,1,0,1,1,0,0,0,1,1,1,0,0,NA,0,0,NA,0,MIL,0,4,NA,90,111,33.85205479,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"ANTHONY, CARMELO",12,0,5,1,4,1,0,1,0,0,1,0,0,0,NA,0,0,NA,0,MIL,0,7,NA,90,111,37.95342466,L,PLAYOFF,3,2,21-22
ATL,2022-05-12,MIL,"CALDWELL-POPE, KENTAVIOUS",2,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIL,0,0,NA,90,111,29.22739726,L,PLAYOFF,3,2,21-22
ATL,2022-05-14,MIL,"YOUNG, TRAE",41,44,4,0,4,6,1,0,1,17,31,0.5483870968,6,8,0.75,4,4,1,0,MIL,0,55,NA,112,104,23.64931507,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"DAVIS, ANTHONY",29,17,12,3,9,3,1,1,1,7,17,0.4117647059,1,1,1,2,2,1,6,MIL,0,34,NA,112,104,29.17534247,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"GRANT, JERAMI",32,16,4,0,4,5,1,3,0,7,7,1,1,1,1,1,1,1,1,MIL,0,29,NA,112,104,28.17260274,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"POWELL, NORMAN",24,14,3,0,3,2,2,0,1,6,11,0.5454545455,2,3,0.6666666667,0,0,NA,1,MIL,0,21,NA,112,104,28.96986301,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"GEORGE, PAUL",38,12,2,0,2,2,1,1,1,6,18,0.3333333333,0,5,0,0,0,NA,1,MIL,0,18,NA,112,104,32.03287671,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"HARDAWAY, TIM",10,5,2,0,2,0,0,0,0,1,4,0.25,1,3,0.3333333333,2,2,1,0,MIL,0,7,NA,112,104,24.26027397,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"ANTHONY, CARMELO",14,4,1,0,1,1,1,2,0,2,4,0.5,0,1,0,0,0,NA,3,MIL,0,9,NA,112,104,37.95890411,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"HORFORD, AL",39,0,9,0,9,3,1,1,0,0,4,0,0,0,NA,0,0,NA,3,MIL,0,14,NA,112,104,35.94520548,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"ZELLER, CODY",8,0,2,0,2,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,1,MIL,0,4,NA,112,104,29.60547945,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"CALDWELL-POPE, KENTAVIOUS",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIL,0,0,NA,112,104,29.23287671,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"BRADLEY, TONY",2,0,1,0,1,1,0,1,0,0,0,NA,0,0,NA,0,0,NA,0,MIL,0,3,NA,112,104,24.34520548,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"SMITH, ISH",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,MIL,0,0,NA,112,104,33.85753425,W,PLAYOFF,4,2,21-22
ATL,2022-05-14,MIL,"FORBES, BRYN",1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,MIL,0,0,NA,112,104,28.80821918,W,PLAYOFF,4,2,21-22
ATL,2022-05-16,@MIL,"YOUNG, TRAE",44,39,2,1,1,8,1,0,1,18,35,0.5142857143,3,7,0.4285714286,0,0,NA,0,MIL,0,50,NA,108,93,23.65479452,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"GEORGE, PAUL",41,23,11,1,10,7,3,0,0,8,15,0.5333333333,3,5,0.6,4,4,1,0,MIL,0,44,NA,108,93,32.03835616,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"DAVIS, ANTHONY",41,18,17,5,12,6,2,1,0,9,17,0.5294117647,0,2,0,0,0,NA,2,MIL,0,44,NA,108,93,29.18082192,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"GRANT, JERAMI",41,12,8,1,7,2,1,1,0,5,11,0.4545454545,2,5,0.4,0,0,NA,1,MIL,0,24,NA,108,93,28.17808219,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"HORFORD, AL",31,8,7,1,6,1,0,3,1,2,5,0.4,0,0,NA,4,4,1,1,MIL,0,19,NA,108,93,35.95068493,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"ANTHONY, CARMELO",11,4,3,0,3,2,0,0,0,2,4,0.5,0,1,0,0,0,NA,0,MIL,0,9,NA,108,93,37.96438356,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"POWELL, NORMAN",24,2,0,0,0,3,0,0,0,1,6,0.1666666667,0,2,0,0,0,NA,2,MIL,0,5,NA,108,93,28.97534247,W,PLAYOFF,5,2,21-22
ATL,2022-05-16,@MIL,"HARDAWAY, TIM",7,2,2,0,2,0,0,0,0,1,3,0.3333333333,0,2,0,0,0,NA,1,MIL,0,4,NA,108,93,24.26575342,W,PLAYOFF,5,2,21-22
ATL,2022-05-18,MIL,"YOUNG, TRAE",44,31,5,0,5,12,1,0,5,13,22,0.5909090909,3,5,0.6,2,2,1,0,MIL,0,49,NA,100,112,23.66027397,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"DAVIS, ANTHONY",37,27,10,1,9,1,1,3,2,12,19,0.6315789474,0,2,0,3,4,0.75,3,MIL,0,42,NA,100,112,29.18630137,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"GRANT, JERAMI",37,20,9,0,9,7,1,0,1,7,10,0.7,1,1,1,5,5,1,2,MIL,0,37,NA,100,112,28.18356164,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"GEORGE, PAUL",37,10,4,0,4,4,0,0,1,4,15,0.2666666667,0,3,0,2,2,1,0,MIL,0,18,NA,100,112,32.04383562,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"HORFORD, AL",35,5,6,2,4,3,1,1,0,2,7,0.2857142857,1,1,1,0,0,NA,0,MIL,0,16,NA,100,112,35.95616438,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"HARDAWAY, TIM",11,5,0,0,0,0,1,0,0,2,8,0.25,1,6,0.1666666667,0,0,NA,0,MIL,0,6,NA,100,112,24.27123288,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"POWELL, NORMAN",24,2,4,0,4,2,1,0,0,1,6,0.1666666667,0,2,0,0,0,NA,3,MIL,0,9,NA,100,112,28.98082192,L,PLAYOFF,6,2,21-22
ATL,2022-05-18,MIL,"ANTHONY, CARMELO",15,0,5,1,4,1,0,1,0,0,2,0,0,0,NA,0,0,NA,0,MIL,0,7,NA,100,112,37.96986301,L,PLAYOFF,6,2,21-22
ATL,2022-05-19,@MIL,"YOUNG, TRAE",48,55,5,2,3,9,1,0,0,25,45,0.5555555556,5,11,0.4545454545,0,0,NA,1,MIL,0,70,NA,115,93,23.6630137,W,PLAYOFF,7,2,21-22
ATL,2022-05-19,@MIL,"GEORGE, PAUL",43,17,9,0,9,10,6,0,1,6,13,0.4615384615,3,7,0.4285714286,2,2,1,0,MIL,0,42,NA,115,93,32.04657534,W,PLAYOFF,7,2,21-22
ATL,2022-05-19,@MIL,"DAVIS, ANTHONY",44,16,12,2,10,3,0,2,1,7,13,0.5384615385,0,0,NA,2,2,1,0,MIL,0,33,NA,115,93,29.1890411,W,PLAYOFF,7,2,21-22
ATL,2022-05-19,@MIL,"GRANT, JERAMI",41,12,5,0,5,4,1,1,0,5,12,0.4166666667,1,6,0.1666666667,1,1,1,1,MIL,0,23,NA,115,93,28.18630137,W,PLAYOFF,7,2,21-22
ATL,2022-05-19,@MIL,"POWELL, NORMAN",24,11,2,1,1,6,1,0,0,5,10,0.5,1,2,0.5,0,0,NA,0,MIL,0,20,NA,115,93,28.98356164,W,PLAYOFF,7,2,21-22
ATL,2022-05-19,@MIL,"HORFORD, AL",28,2,9,0,9,2,0,3,0,1,3,0.3333333333,0,1,0,0,0,NA,1,MIL,0,16,NA,115,93,35.95890411,W,PLAYOFF,7,2,21-22
ATL,2022-05-19,@MIL,"ANTHONY, CARMELO",12,2,2,0,2,1,1,0,1,1,2,0.5,0,0,NA,0,0,NA,0,MIL,0,6,NA,115,93,37.97260274,W,PLAYOFF,7,2,21-22
ATL,2022-05-21,WAS,"GEORGE, PAUL",38,37,6,0,6,3,0,0,0,15,33,0.4545454545,4,12,0.3333333333,3,3,1,1,WAS,0,46,NA,106,107,32.05205479,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"DAVIS, ANTHONY",40,23,14,3,11,2,0,5,0,10,14,0.7142857143,0,0,NA,3,3,1,1,WAS,0,44,NA,106,107,29.19452055,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"YOUNG, TRAE",42,18,2,0,2,3,1,0,3,8,18,0.4444444444,2,6,0.3333333333,0,0,NA,0,WAS,0,24,NA,106,107,23.66849315,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"POWELL, NORMAN",28,7,2,0,2,6,0,0,0,2,7,0.2857142857,1,3,0.3333333333,2,2,1,0,WAS,0,15,NA,106,107,28.9890411,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"ANTHONY, CARMELO",8,7,2,0,2,1,1,0,0,3,3,1,1,1,1,0,0,NA,0,WAS,0,11,NA,106,107,37.97808219,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"HORFORD, AL",31,6,7,0,7,1,3,1,1,2,3,0.6666666667,0,0,NA,2,2,1,1,WAS,0,18,NA,106,107,35.96438356,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"GRANT, JERAMI",42,4,7,1,6,6,1,1,1,2,7,0.2857142857,0,1,0,0,0,NA,3,WAS,0,19,NA,106,107,28.19178082,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"HARDAWAY, TIM",6,2,0,0,0,0,0,0,0,1,2,0.5,0,0,NA,0,0,NA,0,WAS,0,2,NA,106,107,24.27945205,L,PLAYOFF,1,3,21-22
ATL,2022-05-21,WAS,"ZELLER, CODY",5,2,1,0,1,1,0,0,0,0,0,NA,0,0,NA,2,2,1,0,WAS,0,4,NA,106,107,29.62465753,L,PLAYOFF,1,3,21-22
ATL,2022-05-22,WAS,"YOUNG, TRAE",44,29,7,0,7,5,1,0,3,14,34,0.4117647059,1,6,0.1666666667,0,0,NA,1,WAS,0,42,NA,97,80,23.67123288,W,PLAYOFF,2,3,21-22
ATL,2022-05-22,WAS,"GEORGE, PAUL",38,15,11,0,11,5,2,2,2,6,12,0.5,3,6,0.5,0,0,NA,0,WAS,0,35,NA,97,80,32.05479452,W,PLAYOFF,2,3,21-22
ATL,2022-05-22,WAS,"DAVIS, ANTHONY",44,15,15,1,14,3,0,5,1,7,17,0.4117647059,1,3,0.3333333333,0,0,NA,3,WAS,0,38,NA,97,80,29.19726027,W,PLAYOFF,2,3,21-22
