TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,SEASON
OKC,2021-04-12,SAC,"GILES, HARRY",26,6,5,1,4,1,1,0,1,3,6,0.5,0,0,NA,0,0,NA,3,SAC,0,13,NA,99,119,22.97260274,L,20-21
OKC,2021-04-12,SAC,"LOONEY, KEVON",19,4,5,3,2,1,0,0,1,2,4,0.5,0,0,NA,0,0,NA,6,SAC,0,10,NA,99,119,25.17808219,L,20-21
OKC,2021-04-13,@MIL,"KABENGELE, MFIONDU",22,13,5,3,2,0,0,1,0,3,14,0.2142857143,3,13,0.2307692308,4,6,0.6666666667,3,MIL,0,19,NA,110,136,23.6630137,L,20-21
OKC,2021-04-13,@MIL,"LITTLE, NASSIR",22,6,5,0,5,1,0,2,0,3,4,0.75,0,1,0,0,0,NA,2,MIL,0,14,NA,110,136,21.16712329,L,20-21
OKC,2021-04-18,@DET,"WATANABE, YUTA",18,6,5,1,4,1,1,0,3,2,5,0.4,1,1,1,1,1,1,3,DET,0,13,NA,94,104,26.51232877,L,20-21
OKC,2021-04-20,@NYK,"KABENGELE, MFIONDU",21,6,5,4,1,2,1,1,4,2,7,0.2857142857,0,5,0,2,2,1,2,NYK,0,15,NA,95,107,23.68219178,L,20-21
OKC,2021-04-25,UTA,"LOONEY, KEVON",20,8,5,1,4,4,1,1,1,4,6,0.6666666667,0,0,NA,0,0,NA,1,UTA,0,19,NA,114,92,25.21369863,W,20-21
OKC,2021-04-27,MIN,"KABENGELE, MFIONDU",21,8,5,0,5,0,0,0,1,3,13,0.2307692308,2,9,0.2222222222,0,0,NA,1,MIN,0,13,NA,86,110,23.70136986,L,20-21
OKC,2021-04-27,MIN,"BAZLEY, DARIUS",16,8,5,1,4,1,0,1,1,2,8,0.25,1,6,0.1666666667,3,4,0.75,1,MIN,0,15,NA,86,110,20.8739726,L,20-21
OKC,2021-04-27,MIN,"LITTLE, NASSIR",20,4,5,1,4,1,0,0,1,1,3,0.3333333333,0,2,0,2,2,1,4,MIN,0,10,NA,86,110,21.20547945,L,20-21
OKC,2021-05-02,@ATL,"LITTLE, NASSIR",20,2,5,3,2,0,0,0,4,1,3,0.3333333333,0,2,0,0,0,NA,2,ATL,0,7,NA,94,143,21.21917808,L,20-21
OKC,2021-05-04,DEN,"MCGRUDER, RODNEY",23,6,5,1,4,1,0,0,0,3,4,0.75,0,0,NA,0,0,NA,1,DEN,0,12,NA,106,131,29.76438356,L,20-21
OKC,2021-05-07,@MIA,"GILES, HARRY",21,11,5,1,4,1,0,1,3,5,6,0.8333333333,0,0,NA,1,1,1,3,MIA,0,18,NA,107,115,23.04109589,L,20-21
OKC,2021-05-07,@MIA,"LOONEY, KEVON",19,3,5,2,3,1,0,0,0,1,4,0.25,0,0,NA,1,2,0.5,5,MIA,0,9,NA,107,115,25.24657534,L,20-21
OKC,2021-05-10,CHA,"BAZLEY, DARIUS",20,9,5,1,4,0,1,0,1,4,7,0.5714285714,0,2,0,1,4,0.25,1,CHA,0,15,NA,106,109,20.90958904,L,20-21
OKC,2021-05-12,@GSW,"LOONEY, KEVON",19,6,5,2,3,1,0,0,2,3,4,0.75,0,0,NA,0,0,NA,3,GSW,0,12,NA,97,132,25.26027397,L,20-21
OKC,2021-05-14,@DEN,"LITTLE, NASSIR",20,14,5,3,2,0,0,1,2,6,11,0.5454545455,2,4,0.5,0,1,0,1,DEN,0,20,NA,95,97,21.25205479,L,20-21
OKC,2021-05-14,@DEN,"KABENGELE, MFIONDU",20,14,5,2,3,0,1,1,1,6,11,0.5454545455,1,6,0.1666666667,1,3,0.3333333333,1,DEN,0,21,NA,95,97,23.74794521,L,20-21
OKC,2021-05-14,@DEN,"BAZLEY, DARIUS",20,11,5,1,4,0,0,0,1,5,9,0.5555555556,0,3,0,1,1,1,1,DEN,0,16,NA,95,97,20.92054795,L,20-21
OKC,2021-05-14,@DEN,"BAGLEY, MARVIN",12,8,5,1,4,0,2,0,3,3,5,0.6,1,1,1,1,2,0.5,3,DEN,0,15,NA,95,97,22.16712329,L,20-21
OKC,2021-05-16,PHX,"LOONEY, KEVON",18,10,5,0,5,3,2,0,0,4,5,0.8,0,0,NA,2,2,1,1,PHX,0,20,NA,127,135,25.27123288,L,20-21
OKC,2021-05-19,@LAC,"KABENGELE, MFIONDU",18,12,5,3,2,2,1,1,1,3,7,0.4285714286,1,4,0.25,5,6,0.8333333333,2,LAC,0,21,NA,96,97,23.76164384,L,20-21
OKC,2021-05-19,@LAC,"DIALLO, HAMIDOU",13,7,5,0,5,0,1,0,0,2,3,0.6666666667,0,0,NA,3,4,0.75,4,LAC,0,13,NA,96,97,22.8,L,20-21
OKC,2021-05-19,@LAC,"GILES, HARRY",22,6,5,2,3,1,1,0,2,3,8,0.375,0,0,NA,0,0,NA,1,LAC,0,13,NA,96,97,23.0739726,L,20-21
OKC,2021-05-19,@LAC,"BAGLEY, MARVIN",12,6,5,1,4,1,0,1,1,2,6,0.3333333333,0,0,NA,2,4,0.5,0,LAC,0,13,NA,96,97,22.18082192,L,20-21
OKC,2021-05-19,@LAC,"BAZLEY, DARIUS",20,2,5,0,5,1,0,0,2,1,2,0.5,0,0,NA,0,0,NA,0,LAC,0,8,NA,96,97,20.93424658,L,20-21
OKC,2021-05-20,@LAL,"GILES, HARRY",20,11,5,2,3,1,0,0,1,5,6,0.8333333333,0,0,NA,1,3,0.3333333333,2,LAL,0,17,NA,85,117,23.07671233,L,20-21
OKC,2021-05-24,NYK,"WATANABE, YUTA",21,10,5,0,5,0,0,2,0,4,5,0.8,1,2,0.5,1,2,0.5,0,NYK,0,17,NA,90,100,26.6109589,L,20-21
OKC,2021-05-25,@MEM,"LOONEY, KEVON",18,8,5,3,2,1,0,0,0,3,6,0.5,0,0,NA,2,2,1,1,MEM,0,14,NA,122,109,25.29589041,W,20-21
OKC,2021-05-27,UTA,"GILES, HARRY",21,4,5,3,2,2,0,1,1,2,7,0.2857142857,0,0,NA,0,2,0,2,UTA,0,12,NA,106,114,23.09589041,L,20-21
OKC,2021-05-27,UTA,"LOONEY, KEVON",18,4,5,2,3,2,0,0,0,2,3,0.6666666667,0,0,NA,0,0,NA,2,UTA,0,11,NA,106,114,25.30136986,L,20-21
OKC,2021-05-27,UTA,"BAZLEY, DARIUS",20,3,5,1,4,1,0,0,2,1,4,0.25,1,3,0.3333333333,0,0,NA,1,UTA,0,9,NA,106,114,20.95616438,L,20-21
ORL,2020-12-06,CLE,"AMINU, AL-FAROUQ",12,4,5,2,3,0,1,0,0,2,3,0.6666666667,0,0,NA,0,0,NA,2,CLE,0,10,NA,117,109,30.20821918,W,20-21
ORL,2020-12-09,@ATL,"GORDON, AARON",35,6,5,1,4,8,0,2,0,3,9,0.3333333333,0,2,0,0,2,0,5,ATL,0,21,NA,115,109,25.23013699,W,20-21
ORL,2020-12-09,@ATL,"BIRCH, KHEM",17,4,5,2,3,0,0,0,0,2,4,0.5,0,0,NA,0,0,NA,0,ATL,0,9,NA,115,109,28.19726027,W,20-21
ORL,2020-12-16,DEN,"AMINU, AL-FAROUQ",13,5,5,2,3,0,2,0,0,2,6,0.3333333333,1,3,0.3333333333,0,0,NA,1,DEN,0,12,NA,128,104,30.23561644,W,20-21
ORL,2020-12-20,@DAL,"ISAAC, JONATHAN",33,15,5,2,3,1,0,3,1,5,9,0.5555555556,2,5,0.4,3,5,0.6,2,DAL,0,24,NA,122,108,23.21369863,W,20-21
ORL,2020-12-20,@DAL,"BANE, DESMOND",22,13,5,0,5,0,0,0,1,2,4,0.5,2,4,0.5,7,8,0.875,2,DAL,0,18,NA,122,108,22.48767123,W,20-21
ORL,2020-12-22,MEM,"OKEKE, CHUMA",19,18,5,0,5,4,1,0,1,6,8,0.75,4,4,1,2,2,1,5,MEM,0,28,NA,129,93,22.34520548,W,20-21
ORL,2020-12-24,IND,"ROSS, TERRENCE",31,26,5,0,5,2,1,0,1,6,16,0.375,5,9,0.5555555556,9,10,0.9,0,IND,0,34,NA,104,97,29.88251366,W,20-21
ORL,2020-12-24,IND,"ENNIS, JAMES",12,7,5,2,3,0,0,0,0,1,8,0.125,0,2,0,5,6,0.8333333333,1,IND,0,12,NA,104,97,30.48219178,W,20-21
ORL,2020-12-24,IND,"OKEKE, CHUMA",18,2,5,2,3,2,0,1,0,1,1,1,0,0,NA,0,0,NA,2,IND,0,10,NA,104,97,22.35068493,W,20-21
ORL,2020-12-27,PHI,"GORDON, AARON",27,13,5,2,3,4,2,0,2,6,16,0.375,0,4,0,1,1,1,2,PHI,0,24,NA,121,107,25.27945205,W,20-21
ORL,2020-12-27,PHI,"ROSS, TERRENCE",30,11,5,0,5,2,2,0,1,4,8,0.5,3,5,0.6,0,0,NA,3,PHI,0,20,NA,121,107,29.89071038,W,20-21
ORL,2020-12-29,SAS,"GORDON, AARON",36,36,5,1,4,5,3,2,0,13,23,0.5652173913,5,11,0.4545454545,5,10,0.5,4,SAS,0,51,NA,107,106,25.28493151,W,20-21
ORL,2020-12-29,SAS,"ENNIS, JAMES",17,10,5,3,2,0,0,0,1,2,3,0.6666666667,1,2,0.5,5,5,1,4,SAS,0,15,NA,107,106,30.49589041,W,20-21
ORL,2020-12-29,SAS,"AMINU, AL-FAROUQ",13,5,5,3,2,1,1,0,0,1,4,0.25,0,2,0,3,4,0.75,3,SAS,0,12,NA,107,106,30.27123288,W,20-21
ORL,2021-01-06,@IND,"ROSS, TERRENCE",30,23,5,0,5,0,2,0,1,9,11,0.8181818182,5,6,0.8333333333,0,0,NA,4,IND,0,30,NA,103,109,29.91803279,L,20-21
ORL,2021-01-06,@IND,"GORDON, AARON",28,17,5,1,4,4,0,1,0,6,11,0.5454545455,4,6,0.6666666667,1,2,0.5,4,IND,0,27,NA,103,109,25.30684932,L,20-21
ORL,2021-01-06,@IND,"BIRCH, KHEM",15,0,5,1,4,0,0,1,1,0,2,0,0,0,NA,0,0,NA,2,IND,0,6,NA,103,109,28.2739726,L,20-21
ORL,2021-01-08,@DET,"GORDON, AARON",30,16,5,0,5,3,1,0,3,7,15,0.4666666667,1,6,0.1666666667,1,5,0.2,1,DET,0,25,NA,84,96,25.31232877,L,20-21
ORL,2021-01-08,@DET,"OKEKE, CHUMA",18,5,5,2,3,0,0,2,4,2,6,0.3333333333,1,2,0.5,0,0,NA,5,DET,0,12,NA,84,96,22.39178082,L,20-21
ORL,2021-01-16,@WAS,"BIRCH, KHEM",17,6,5,1,4,1,0,0,0,2,2,1,0,0,NA,2,2,1,1,WAS,0,12,NA,109,103,28.30136986,W,20-21
ORL,2021-01-17,PHX,"BIRCH, KHEM",15,2,5,1,4,2,0,0,1,1,2,0.5,0,0,NA,0,0,NA,1,PHX,0,9,NA,89,88,28.30410959,W,20-21
ORL,2021-01-19,@CLE,"ROSS, TERRENCE",31,10,5,0,5,1,1,0,3,4,9,0.4444444444,2,5,0.4,0,0,NA,3,CLE,0,17,NA,102,104,29.95355191,L,20-21
ORL,2021-01-26,HOU,"OKEKE, CHUMA",22,7,5,2,3,2,0,1,3,3,5,0.6,0,2,0,1,2,0.5,1,HOU,0,15,NA,123,121,22.44109589,W,20-21
ORL,2021-01-28,@NOP,"WESTBROOK, RUSSELL",32,39,5,0,5,7,1,1,0,15,24,0.625,6,8,0.75,3,3,1,3,NOP,0,53,NA,107,81,32.2109589,W,20-21
ORL,2021-01-28,@NOP,"BIRCH, KHEM",16,2,5,0,5,0,0,0,0,1,7,0.1428571429,0,0,NA,0,0,NA,0,NOP,0,7,NA,107,81,28.33424658,W,20-21
ORL,2021-02-02,@POR,"ISAAC, JONATHAN",31,16,5,0,5,1,1,2,4,5,10,0.5,4,5,0.8,2,3,0.6666666667,2,POR,0,25,NA,114,118,23.33424658,L,20-21
ORL,2021-02-05,CHI,"ROSS, TERRENCE",33,30,5,0,5,2,1,0,2,9,16,0.5625,8,15,0.5333333333,4,5,0.8,2,CHI,0,38,NA,156,103,30,W,20-21
ORL,2021-02-12,ATL,"ISAAC, JONATHAN",30,4,5,1,4,1,1,2,5,2,8,0.25,0,4,0,0,0,NA,1,ATL,0,13,NA,103,118,23.36164384,L,20-21
ORL,2021-02-14,@WAS,"OKEKE, CHUMA",22,7,5,3,2,1,0,1,1,3,4,0.75,1,1,1,0,0,NA,2,WAS,0,14,NA,124,106,22.49315068,W,20-21
ORL,2021-02-16,MIA,"GORDON, AARON",38,25,5,2,3,3,2,1,1,10,19,0.5263157895,5,10,0.5,0,0,NA,5,MIA,0,36,NA,122,120,25.41917808,W,20-21
ORL,2021-02-16,MIA,"AMINU, AL-FAROUQ",12,0,5,1,4,1,0,0,0,0,4,0,0,4,0,0,0,NA,2,MIA,0,6,NA,122,120,30.40547945,W,20-21
ORL,2021-02-19,BKN,"BAMBA, MOHAMED",32,6,5,1,4,2,1,1,2,2,8,0.25,0,3,0,2,2,1,2,BKN,0,15,NA,96,115,22.77534247,L,20-21
ORL,2021-02-21,WAS,"ISAAC, JONATHAN",28,7,5,1,4,0,0,1,0,3,4,0.75,0,1,0,1,1,1,2,WAS,0,13,NA,110,118,23.38630137,L,20-21
ORL,2021-02-21,WAS,"BIRCH, KHEM",16,5,5,1,4,2,0,1,0,1,1,1,0,0,NA,3,3,1,3,WAS,0,13,NA,110,118,28.4,L,20-21
ORL,2021-02-21,WAS,"OKEKE, CHUMA",21,1,5,1,4,2,0,0,3,0,6,0,0,2,0,1,2,0.5,0,WAS,0,8,NA,110,118,22.51232877,L,20-21
ORL,2021-02-23,@PHX,"BIRCH, KHEM",17,15,5,3,2,1,2,1,1,5,6,0.8333333333,0,0,NA,5,5,1,1,PHX,0,24,NA,133,121,28.40547945,W,20-21
ORL,2021-02-28,@LAL,"GORDON, AARON",30,27,5,1,4,2,0,1,3,9,14,0.6428571429,4,6,0.6666666667,5,9,0.5555555556,2,LAL,0,35,NA,91,105,25.45205479,L,20-21
ORL,2021-02-28,@LAL,"ROSS, TERRENCE",32,12,5,0,5,0,2,0,1,5,13,0.3846153846,2,8,0.25,0,0,NA,4,LAL,0,19,NA,91,105,30.0630137,L,20-21
ORL,2021-02-28,@LAL,"OKEKE, CHUMA",20,4,5,0,5,1,2,2,0,1,5,0.2,0,2,0,2,2,1,2,LAL,0,14,NA,91,105,22.53150685,L,20-21
ORL,2021-03-01,@LAC,"OKEKE, CHUMA",19,8,5,1,4,1,1,0,1,3,8,0.375,0,5,0,2,4,0.5,0,LAC,0,15,NA,112,110,22.53424658,W,20-21
ORL,2021-03-07,OKC,"ISAAC, JONATHAN",30,8,5,2,3,1,0,0,1,3,8,0.375,2,6,0.3333333333,0,0,NA,2,OKC,0,14,NA,139,109,23.42465753,W,20-21
ORL,2021-03-07,OKC,"OKEKE, CHUMA",23,8,5,1,4,1,0,1,2,1,11,0.09090909091,0,5,0,6,7,0.8571428571,3,OKC,0,15,NA,139,109,22.55068493,W,20-21
ORL,2021-03-09,BOS,"ROSS, TERRENCE",38,15,5,0,5,1,0,1,1,4,13,0.3076923077,3,8,0.375,4,4,1,3,BOS,0,22,NA,110,109,30.08767123,W,20-21
ORL,2021-03-11,LAC,"BIRCH, KHEM",28,4,5,3,2,0,1,0,1,2,5,0.4,0,0,NA,0,0,NA,1,LAC,0,10,NA,85,104,28.44931507,L,20-21
ORL,2021-03-19,@CHA,"BANE, DESMOND",16,2,5,1,4,1,0,0,0,0,3,0,0,2,0,2,2,1,2,CHA,0,8,NA,96,84,22.73150685,W,20-21
ORL,2021-03-24,MIL,"WESTBROOK, RUSSELL",29,4,5,1,4,4,2,0,4,2,12,0.1666666667,0,3,0,0,0,NA,6,MIL,0,15,NA,57,112,32.36164384,L,20-21
ORL,2021-03-26,ATL,"ROSS, TERRENCE",30,15,5,0,5,3,2,0,2,6,14,0.4285714286,1,7,0.1428571429,2,2,1,5,ATL,0,25,NA,113,116,30.13424658,L,20-21
ORL,2021-04-09,@BKN,"KAMINSKY, FRANK",18,20,5,0,5,3,0,1,1,8,10,0.8,4,6,0.6666666667,0,0,NA,6,BKN,0,29,NA,138,139,28.01369863,L,20-21
ORL,2021-04-16,POR,"SPELLMAN, OMARI",18,0,5,2,3,0,0,0,1,0,7,0,0,3,0,0,0,NA,1,POR,0,5,NA,126,120,23.7369863,W,20-21
ORL,2021-04-18,@MIA,"WESTBROOK, RUSSELL",36,18,5,2,3,6,0,1,3,6,12,0.5,2,5,0.4,4,10,0.4,0,MIA,0,30,NA,104,126,32.43013699,L,20-21
ORL,2021-04-20,@MIN,"GORDON, AARON",33,20,5,1,4,8,0,1,2,8,12,0.6666666667,3,4,0.75,1,2,0.5,6,MIN,0,34,NA,125,108,25.59178082,W,20-21
ORL,2021-04-20,@MIN,"HUGHES, ELIJAH",17,3,5,0,5,2,0,0,0,1,4,0.25,1,2,0.5,0,0,NA,0,MIN,0,10,NA,125,108,23.11232877,W,20-21
ORL,2021-04-22,@HOU,"GORDON, AARON",35,31,5,4,1,3,0,1,2,10,15,0.6666666667,3,5,0.6,8,9,0.8888888889,1,HOU,0,40,NA,119,129,25.59726027,L,20-21
ORL,2021-04-26,CHI,"QUICKLEY, IMMANUEL",31,21,5,2,3,3,1,1,3,7,13,0.5384615385,5,10,0.5,2,2,1,5,CHI,0,31,NA,125,110,21.85753425,W,20-21
ORL,2021-05-03,CLE,"ROSS, TERRENCE",24,10,5,0,5,2,3,0,2,4,9,0.4444444444,0,3,0,2,2,1,2,CLE,0,20,NA,120,109,30.23835616,W,20-21
ORL,2021-05-03,CLE,"EUBANKS, DREW",14,4,5,0,5,1,0,1,1,2,3,0.6666666667,0,0,NA,0,0,NA,5,CLE,0,11,NA,120,109,NA,W,20-21
ORL,2021-05-07,@BKN,"WESTBROOK, RUSSELL",33,29,5,0,5,8,2,0,2,11,16,0.6875,3,5,0.6,4,7,0.5714285714,5,BKN,0,44,NA,142,132,32.48219178,W,20-21
ORL,2021-05-09,IND,"WESTBROOK, RUSSELL",31,14,5,1,4,5,0,0,4,6,13,0.4615384615,1,3,0.3333333333,1,2,0.5,3,IND,0,24,NA,112,111,32.48767123,W,20-21
ORL,2021-05-09,IND,"KAMINSKY, FRANK",23,9,5,2,3,2,0,0,0,4,12,0.3333333333,1,4,0.25,0,0,NA,2,IND,0,16,NA,112,111,28.09589041,W,20-21
ORL,2021-05-13,NOP,"BANE, DESMOND",16,6,5,0,5,2,1,0,1,1,10,0.1,0,5,0,4,4,1,0,NOP,0,14,NA,91,108,22.88219178,L,20-21
ORL,2021-05-16,CHA,"MARTIN, KENYON",12,2,5,2,3,0,1,0,0,0,2,0,0,0,NA,2,2,1,1,CHA,0,8,NA,117,98,20.35616438,W,20-21
ORL,2021-05-18,@BOS,"ROSS, TERRENCE",25,7,5,0,5,1,0,0,0,3,8,0.375,1,6,0.1666666667,0,0,NA,4,BOS,0,13,NA,112,106,30.27945205,W,20-21
ORL,2021-05-20,@PHI,"QUICKLEY, IMMANUEL",27,3,5,1,4,3,1,2,1,1,4,0.25,1,4,0.25,0,0,NA,3,PHI,0,14,NA,114,121,21.92328767,L,20-21
ORL,2021-05-24,BOS,"WESTBROOK, RUSSELL",34,23,5,1,4,10,0,0,2,9,19,0.4736842105,3,5,0.6,2,2,1,2,BOS,0,38,NA,117,126,32.52876712,L,20-21
ORL,2021-05-24,BOS,"KAMINSKY, FRANK",29,15,5,0,5,2,1,2,0,5,7,0.7142857143,2,2,1,3,4,0.75,3,BOS,0,25,NA,117,126,28.1369863,L,20-21
ORL,2021-05-25,@IND,"GORDON, AARON",31,12,5,0,5,3,1,1,2,5,8,0.625,2,4,0.5,0,0,NA,2,IND,0,22,NA,110,126,25.68767123,L,20-21
ORL,2021-05-29,TOR,"ROSS, TERRENCE",22,17,5,1,4,2,0,1,1,6,16,0.375,2,7,0.2857142857,3,3,1,0,TOR,0,25,NA,111,96,30.30958904,W,20-21
ORL,2021-05-29,TOR,"EUBANKS, DREW",12,6,5,2,3,1,0,1,0,1,2,0.5,0,0,NA,4,4,1,0,TOR,0,13,NA,111,96,NA,W,20-21
ORL,2021-05-29,TOR,"BANE, DESMOND",16,0,5,0,5,3,0,0,2,0,1,0,0,0,NA,0,0,NA,1,TOR,0,8,NA,111,96,22.9260274,W,20-21
PHI,2020-12-13,MIN,"PAUL, CHRIS",31,21,5,1,4,9,1,1,4,8,11,0.7272727273,3,4,0.75,2,2,1,1,MIN,0,37,NA,130,105,35.60547945,W,20-21
PHI,2020-12-20,@UTA,"LOWRY, KYLE",29,16,5,0,5,9,1,1,1,5,13,0.3846153846,3,9,0.3333333333,3,3,1,6,UTA,0,32,NA,141,98,34.73972603,W,20-21
PHI,2020-12-22,@DEN,"POWELL, NORMAN",26,14,5,2,3,1,1,1,2,5,11,0.4545454545,2,6,0.3333333333,2,2,1,2,DEN,0,22,NA,109,134,27.57808219,L,20-21
PHI,2020-12-22,@DEN,"HACHIMURA, RUI",24,2,5,0,5,1,1,0,1,1,4,0.25,0,1,0,0,0,NA,2,DEN,0,9,NA,109,134,22.86885246,L,20-21
PHI,2020-12-24,CHA,"SARIC, DARIO",25,11,5,2,3,3,1,0,2,5,5,1,1,1,1,0,0,NA,0,CHA,0,20,NA,104,107,26.71232877,L,20-21
PHI,2020-12-26,CLE,"POWELL, NORMAN",24,2,5,1,4,1,0,0,1,1,8,0.125,0,6,0,0,0,NA,3,CLE,0,8,NA,92,86,27.5890411,W,20-21
PHI,2020-12-27,@ORL,"BJELICA, NEMANJA",31,6,5,1,4,1,0,1,3,2,9,0.2222222222,0,5,0,2,2,1,5,ORL,0,13,NA,107,121,32.63561644,L,20-21
PHI,2020-12-29,@OKC,"HACHIMURA, RUI",24,12,5,3,2,0,0,1,1,4,7,0.5714285714,1,2,0.5,3,3,1,1,OKC,0,18,NA,115,119,22.88797814,L,20-21
PHI,2020-12-31,@CLE,"BJELICA, NEMANJA",31,17,5,2,3,6,0,0,2,6,15,0.4,5,9,0.5555555556,0,0,NA,3,CLE,0,28,NA,123,107,32.64657534,W,20-21
PHI,2021-01-03,NYK,"BJELICA, NEMANJA",30,24,5,0,5,2,0,0,2,7,10,0.7,5,8,0.625,5,5,1,5,NYK,0,31,NA,100,125,32.65479452,L,20-21
PHI,2021-01-03,NYK,"LOWRY, KYLE",32,3,5,0,5,11,2,0,2,1,9,0.1111111111,1,6,0.1666666667,0,0,NA,4,NYK,0,21,NA,100,125,34.77808219,L,20-21
PHI,2021-01-06,MIA,"POWELL, NORMAN",25,11,5,2,3,3,2,1,1,4,6,0.6666666667,1,2,0.5,2,2,1,2,MIA,0,22,NA,98,117,27.61917808,L,20-21
PHI,2021-01-06,MIA,"HACHIMURA, RUI",25,11,5,0,5,0,0,0,1,5,9,0.5555555556,0,0,NA,1,2,0.5,0,MIA,0,16,NA,98,117,22.90983607,L,20-21
PHI,2021-01-06,MIA,"VASSELL, DEVIN",18,11,5,0,5,2,0,1,3,3,5,0.6,1,2,0.5,4,5,0.8,3,MIA,0,19,NA,98,117,20.37260274,L,20-21
PHI,2021-01-06,MIA,"WILLIAMS, PATRICK",19,2,5,1,4,1,0,0,1,1,6,0.1666666667,0,2,0,0,0,NA,1,MIA,0,8,NA,98,117,19.36438356,L,20-21
PHI,2021-01-08,@TOR,"SARIC, DARIO",22,6,5,0,5,3,2,1,1,3,6,0.5,0,2,0,0,0,NA,1,TOR,0,17,NA,97,123,26.75342466,L,20-21
PHI,2021-01-08,@TOR,"GIBSON, TAJ",19,2,5,1,4,0,0,2,0,1,3,0.3333333333,0,0,NA,0,0,NA,1,TOR,0,9,NA,97,123,35.54246575,L,20-21
PHI,2021-01-10,SAC,"SIMMONS, BEN",31,22,5,0,5,4,2,0,4,9,13,0.6923076923,0,0,NA,4,4,1,3,SAC,0,33,NA,106,123,24.47671233,L,20-21
PHI,2021-01-10,SAC,"BJELICA, NEMANJA",30,14,5,1,4,6,1,0,2,4,8,0.5,4,8,0.5,2,2,1,2,SAC,0,26,NA,106,123,32.6739726,L,20-21
PHI,2021-01-10,SAC,"GIBSON, TAJ",19,11,5,1,4,0,0,3,4,4,9,0.4444444444,0,0,NA,3,4,0.75,2,SAC,0,19,NA,106,123,35.54794521,L,20-21
PHI,2021-01-12,@NYK,"POWELL, NORMAN",26,9,5,0,5,2,0,0,2,3,7,0.4285714286,3,6,0.5,0,0,NA,4,NYK,0,16,NA,113,112,27.63561644,W,20-21
PHI,2021-01-12,@NYK,"HACHIMURA, RUI",24,9,5,2,3,2,1,0,1,3,7,0.4285714286,1,1,1,2,2,1,2,NYK,0,17,NA,113,112,22.92622951,W,20-21
PHI,2021-01-15,UTA,"HUNTER, DEANDRE",26,24,5,0,5,0,0,0,1,8,13,0.6153846154,5,9,0.5555555556,3,3,1,2,UTA,0,29,NA,113,106,23.12054795,W,20-21
PHI,2021-01-15,UTA,"BJELICA, NEMANJA",31,17,5,0,5,2,0,1,3,6,12,0.5,3,8,0.375,2,2,1,5,UTA,0,25,NA,113,106,32.68767123,W,20-21
PHI,2021-01-18,@WAS,"HACHIMURA, RUI",16,17,5,0,5,0,1,0,3,7,9,0.7777777778,1,2,0.5,2,2,1,3,WAS,0,23,NA,105,108,22.94262295,L,20-21
PHI,2021-01-18,@WAS,"SARIC, DARIO",13,5,5,1,4,2,0,0,0,2,3,0.6666666667,1,2,0.5,0,0,NA,2,WAS,0,12,NA,105,108,26.78082192,L,20-21
PHI,2021-01-20,CLE,"SIMMONS, BEN",37,23,5,3,2,8,1,2,1,9,19,0.4736842105,0,0,NA,5,7,0.7142857143,2,CLE,0,39,NA,105,99,24.50410959,W,20-21
PHI,2021-01-21,TOR,"GIBSON, TAJ",17,2,5,0,5,0,1,0,2,1,2,0.5,0,0,NA,0,0,NA,4,TOR,0,8,NA,96,109,35.57808219,L,20-21
PHI,2021-01-21,TOR,"VASSELL, DEVIN",17,0,5,0,5,0,2,0,3,0,5,0,0,4,0,0,0,NA,2,TOR,0,7,NA,96,109,20.41369863,L,20-21
PHI,2021-01-25,@BOS,"VASSELL, DEVIN",20,10,5,1,4,0,0,0,3,4,8,0.5,1,2,0.5,1,1,1,1,BOS,0,15,NA,119,103,20.42465753,W,20-21
PHI,2021-01-28,@BKN,"HUNTER, DEANDRE",31,12,5,1,4,2,2,1,0,5,10,0.5,2,6,0.3333333333,0,0,NA,5,BKN,0,22,NA,116,134,23.15616438,L,20-21
PHI,2021-01-31,MIA,"BJELICA, NEMANJA",21,12,5,2,3,3,0,0,2,4,6,0.6666666667,1,2,0.5,3,3,1,2,MIA,0,20,NA,121,117,32.73150685,W,20-21
PHI,2021-02-03,WAS,"SARIC, DARIO",11,3,5,0,5,0,1,0,0,1,7,0.1428571429,0,3,0,1,1,1,0,WAS,0,9,NA,117,90,26.82465753,W,20-21
PHI,2021-02-05,@DET,"HACHIMURA, RUI",28,11,5,2,3,2,0,0,0,4,7,0.5714285714,0,2,0,3,3,1,2,DET,0,18,NA,77,112,22.99180328,L,20-21
PHI,2021-02-05,@DET,"SARIC, DARIO",10,0,5,0,5,1,0,0,0,0,2,0,0,1,0,0,0,NA,1,DET,0,6,NA,77,112,26.83013699,L,20-21
PHI,2021-02-07,MIL,"HUNTER, DEANDRE",30,11,5,0,5,4,1,0,3,4,10,0.4,2,7,0.2857142857,1,1,1,2,MIL,0,21,NA,117,102,23.18356164,W,20-21
PHI,2021-02-07,MIL,"SARIC, DARIO",10,7,5,0,5,0,0,1,0,1,2,0.5,1,1,1,4,4,1,1,MIL,0,13,NA,117,102,26.83561644,W,20-21
