TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,SEASON
IND,2021-12-23,HOU,"BIRCH, KHEM",26,4,9,4,5,2,0,0,1,1,3,0.3333333333,0,0,NA,2,2,1,3,HOU,0,15,NA,111,99,29.23561644,W,REG,21-22
IND,2021-12-23,HOU,"ROBINSON, MITCHELL",25,5,10,4,6,2,2,4,1,2,2,1,0,0,NA,1,3,0.3333333333,1,HOU,0,23,NA,111,99,23.72876712,W,REG,21-22
IND,2021-12-23,HOU,"WILLIAMS, ROBERT",25,12,12,5,7,2,1,3,0,6,7,0.8571428571,0,0,NA,0,0,NA,4,HOU,0,30,NA,111,99,24.18356164,W,REG,21-22
IND,2021-12-23,HOU,"MCCONNELL, TJ",21,8,2,1,1,6,0,0,1,4,10,0.4,0,0,NA,0,0,NA,1,HOU,0,16,NA,111,99,29.74794521,W,REG,21-22
IND,2021-12-23,HOU,"KORKMAZ, FURKAN",19,2,2,0,2,4,2,0,1,0,6,0,0,5,0,2,2,1,2,HOU,0,10,NA,111,99,24.41643836,W,REG,21-22
IND,2021-12-23,HOU,"NIANG, GEORGES",16,11,1,0,1,0,0,0,1,3,5,0.6,2,3,0.6666666667,3,4,0.75,2,HOU,0,12,NA,111,99,28.51780822,W,REG,21-22
IND,2021-12-23,HOU,"SUMNER, EDMOND",12,3,0,0,0,1,0,0,1,1,3,0.3333333333,0,1,0,1,2,0.5,0,HOU,0,4,NA,111,99,25.97808219,W,REG,21-22
IND,2021-12-26,@CHI,"HARRIS, TOBIAS",34,33,5,0,5,3,0,0,2,11,18,0.6111111111,3,7,0.4285714286,8,9,0.8888888889,3,CHI,0,41,NA,107,95,29.44931507,W,REG,21-22
IND,2021-12-26,@CHI,"IRVING, KYRIE",32,15,4,0,4,6,1,0,1,6,20,0.3,1,4,0.25,2,2,1,1,CHI,0,26,NA,107,95,29.76164384,W,REG,21-22
IND,2021-12-26,@CHI,"OUBRE, KELLY",30,11,4,2,2,2,2,0,1,4,14,0.2857142857,1,7,0.1428571429,2,2,1,1,CHI,0,19,NA,107,95,26.29589041,W,REG,21-22
IND,2021-12-26,@CHI,"BIRCH, KHEM",26,8,4,2,2,0,0,0,2,3,5,0.6,0,0,NA,2,2,1,1,CHI,0,12,NA,107,95,29.24383562,W,REG,21-22
IND,2021-12-26,@CHI,"ROBINSON, MITCHELL",26,9,11,3,8,0,0,2,1,4,7,0.5714285714,0,0,NA,1,2,0.5,1,CHI,0,22,NA,107,95,23.7369863,W,REG,21-22
IND,2021-12-26,@CHI,"WILLIAMS, ROBERT",24,10,11,7,4,2,1,0,0,3,3,1,0,0,NA,4,7,0.5714285714,3,CHI,0,24,NA,107,95,24.19178082,W,REG,21-22
IND,2021-12-26,@CHI,"MCCONNELL, TJ",21,3,2,0,2,7,0,1,2,1,3,0.3333333333,0,0,NA,1,1,1,2,CHI,0,13,NA,107,95,29.75616438,W,REG,21-22
IND,2021-12-26,@CHI,"KORKMAZ, FURKAN",18,4,2,0,2,0,0,0,1,1,9,0.1111111111,1,7,0.1428571429,1,2,0.5,0,CHI,0,6,NA,107,95,24.42465753,W,REG,21-22
IND,2021-12-26,@CHI,"NIANG, GEORGES",16,11,1,0,1,0,1,0,0,3,7,0.4285714286,3,5,0.6,2,2,1,0,CHI,0,13,NA,107,95,28.5260274,W,REG,21-22
IND,2021-12-26,@CHI,"SUMNER, EDMOND",13,3,2,0,2,0,0,1,0,1,4,0.25,1,2,0.5,0,0,NA,1,CHI,0,6,NA,107,95,25.98630137,W,REG,21-22
IND,2021-12-29,CHA,"IRVING, KYRIE",34,31,4,2,2,8,2,0,1,14,27,0.5185185185,3,7,0.4285714286,0,0,NA,3,CHA,0,45,NA,109,106,29.76986301,W,REG,21-22
IND,2021-12-29,CHA,"HARRIS, TOBIAS",33,20,11,1,10,3,2,0,1,8,17,0.4705882353,2,6,0.3333333333,2,3,0.6666666667,2,CHA,0,36,NA,109,106,29.45753425,W,REG,21-22
IND,2021-12-29,CHA,"OUBRE, KELLY",28,18,2,1,1,0,2,0,1,8,16,0.5,2,7,0.2857142857,0,0,NA,3,CHA,0,22,NA,109,106,26.30410959,W,REG,21-22
IND,2021-12-29,CHA,"BIRCH, KHEM",27,4,7,3,4,2,0,2,1,2,7,0.2857142857,0,0,NA,0,0,NA,5,CHA,0,15,NA,109,106,29.25205479,W,REG,21-22
IND,2021-12-29,CHA,"ROBINSON, MITCHELL",25,4,9,7,2,1,0,1,2,2,5,0.4,0,0,NA,0,0,NA,2,CHA,0,15,NA,109,106,23.74520548,W,REG,21-22
IND,2021-12-29,CHA,"WILLIAMS, ROBERT",23,2,11,3,8,4,0,3,2,1,2,0.5,0,0,NA,0,0,NA,2,CHA,0,20,NA,109,106,24.2,W,REG,21-22
IND,2021-12-29,CHA,"MCCONNELL, TJ",21,2,5,0,5,7,2,0,1,1,5,0.2,0,0,NA,0,0,NA,2,CHA,0,16,NA,109,106,29.76438356,W,REG,21-22
IND,2021-12-29,CHA,"KORKMAZ, FURKAN",17,10,4,0,4,1,1,0,0,4,6,0.6666666667,2,4,0.5,0,0,NA,1,CHA,0,16,NA,109,106,24.43287671,W,REG,21-22
IND,2021-12-29,CHA,"NIANG, GEORGES",17,6,2,0,2,1,0,0,1,2,4,0.5,1,3,0.3333333333,1,2,0.5,0,CHA,0,9,NA,109,106,28.53424658,W,REG,21-22
IND,2021-12-29,CHA,"SUMNER, EDMOND",15,12,2,1,1,0,1,0,2,4,9,0.4444444444,4,6,0.6666666667,0,0,NA,0,CHA,0,15,NA,109,106,25.99452055,W,REG,21-22
IND,2021-12-31,CHI,"HARRIS, TOBIAS",32,20,7,0,7,4,0,0,1,9,17,0.5294117647,2,5,0.4,0,0,NA,2,CHI,0,31,NA,102,104,29.4630137,L,REG,21-22
IND,2021-12-31,CHI,"IRVING, KYRIE",31,25,6,2,4,5,0,0,2,10,16,0.625,2,3,0.6666666667,3,3,1,4,CHI,0,36,NA,102,104,29.77534247,L,REG,21-22
IND,2021-12-31,CHI,"OUBRE, KELLY",31,15,4,1,3,0,0,0,4,6,13,0.4615384615,2,6,0.3333333333,1,2,0.5,2,CHI,0,19,NA,102,104,26.30958904,L,REG,21-22
IND,2021-12-31,CHI,"BIRCH, KHEM",28,3,5,2,3,2,1,0,0,1,6,0.1666666667,0,0,NA,1,2,0.5,1,CHI,0,11,NA,102,104,29.25753425,L,REG,21-22
IND,2021-12-31,CHI,"ROBINSON, MITCHELL",25,6,5,2,3,2,1,1,1,2,3,0.6666666667,0,0,NA,2,2,1,4,CHI,0,15,NA,102,104,23.75068493,L,REG,21-22
IND,2021-12-31,CHI,"WILLIAMS, ROBERT",25,17,8,3,5,2,0,1,0,6,11,0.5454545455,0,0,NA,5,7,0.7142857143,1,CHI,0,28,NA,102,104,24.20547945,L,REG,21-22
IND,2021-12-31,CHI,"MCCONNELL, TJ",22,4,3,1,2,3,1,0,3,2,6,0.3333333333,0,0,NA,0,0,NA,0,CHI,0,11,NA,102,104,29.76986301,L,REG,21-22
IND,2021-12-31,CHI,"KORKMAZ, FURKAN",17,3,2,0,2,0,2,0,1,1,3,0.3333333333,1,3,0.3333333333,0,0,NA,0,CHI,0,7,NA,102,104,24.43835616,L,REG,21-22
IND,2021-12-31,CHI,"NIANG, GEORGES",16,6,1,0,1,4,0,0,0,2,5,0.4,0,3,0,2,2,1,1,CHI,0,11,NA,102,104,28.53972603,L,REG,21-22
IND,2021-12-31,CHI,"SUMNER, EDMOND",13,3,0,0,0,0,1,0,0,1,5,0.2,1,3,0.3333333333,0,0,NA,4,CHI,0,4,NA,102,104,26,L,REG,21-22
IND,2022-01-02,@CLE,"IRVING, KYRIE",35,17,4,1,3,11,3,0,2,4,15,0.2666666667,3,6,0.5,6,6,1,1,CLE,0,35,NA,109,85,29.78082192,W,REG,21-22
IND,2022-01-02,@CLE,"HARRIS, TOBIAS",34,21,8,0,8,6,0,0,1,10,15,0.6666666667,1,3,0.3333333333,0,0,NA,0,CLE,0,35,NA,109,85,29.46849315,W,REG,21-22
IND,2022-01-02,@CLE,"OUBRE, KELLY",32,21,3,0,3,0,2,0,2,8,19,0.4210526316,3,6,0.5,2,5,0.4,1,CLE,0,26,NA,109,85,26.31506849,W,REG,21-22
IND,2022-01-02,@CLE,"BIRCH, KHEM",24,6,9,5,4,0,1,2,1,3,6,0.5,0,0,NA,0,0,NA,2,CLE,0,18,NA,109,85,29.2630137,W,REG,21-22
IND,2022-01-02,@CLE,"ROBINSON, MITCHELL",24,8,5,1,4,0,1,3,2,4,4,1,0,0,NA,0,0,NA,3,CLE,0,17,NA,109,85,23.75616438,W,REG,21-22
IND,2022-01-02,@CLE,"WILLIAMS, ROBERT",24,8,15,7,8,1,4,2,2,4,9,0.4444444444,0,0,NA,0,0,NA,1,CLE,0,30,NA,109,85,24.2109589,W,REG,21-22
IND,2022-01-02,@CLE,"MCCONNELL, TJ",21,2,3,0,3,8,4,2,0,0,5,0,0,0,NA,2,2,1,3,CLE,0,19,NA,109,85,29.77534247,W,REG,21-22
IND,2022-01-02,@CLE,"KORKMAZ, FURKAN",17,10,1,0,1,0,0,0,1,4,7,0.5714285714,2,3,0.6666666667,0,0,NA,1,CLE,0,11,NA,109,85,24.44383562,W,REG,21-22
IND,2022-01-02,@CLE,"NIANG, GEORGES",17,9,1,0,1,4,1,0,0,3,7,0.4285714286,3,6,0.5,0,0,NA,1,CLE,0,15,NA,109,85,28.54520548,W,REG,21-22
IND,2022-01-02,@CLE,"SUMNER, EDMOND",12,7,2,0,2,0,1,0,0,3,7,0.4285714286,1,3,0.3333333333,0,0,NA,2,CLE,0,10,NA,109,85,26.00547945,W,REG,21-22
IND,2022-01-04,@NYK,"OUBRE, KELLY",33,16,2,0,2,2,3,0,1,6,13,0.4615384615,4,8,0.5,0,0,NA,3,NYK,0,23,NA,100,117,26.32054795,L,REG,21-22
IND,2022-01-04,@NYK,"HARRIS, TOBIAS",32,9,5,1,4,7,0,1,3,4,11,0.3636363636,1,3,0.3333333333,0,0,NA,4,NYK,0,22,NA,100,117,29.4739726,L,REG,21-22
IND,2022-01-04,@NYK,"IRVING, KYRIE",31,20,5,0,5,8,4,0,3,7,17,0.4117647059,0,3,0,6,6,1,5,NYK,0,37,NA,100,117,29.78630137,L,REG,21-22
IND,2022-01-04,@NYK,"BIRCH, KHEM",28,10,7,3,4,1,0,0,0,4,8,0.5,0,0,NA,2,2,1,2,NYK,0,18,NA,100,117,29.26849315,L,REG,21-22
IND,2022-01-04,@NYK,"ROBINSON, MITCHELL",25,7,9,5,4,0,0,0,4,3,5,0.6,0,0,NA,1,2,0.5,0,NYK,0,16,NA,100,117,23.76164384,L,REG,21-22
IND,2022-01-04,@NYK,"WILLIAMS, ROBERT",23,15,6,3,3,4,3,2,0,6,7,0.8571428571,0,0,NA,3,4,0.75,4,NYK,0,30,NA,100,117,24.21643836,L,REG,21-22
IND,2022-01-04,@NYK,"MCCONNELL, TJ",22,2,4,1,3,6,3,0,2,1,4,0.25,0,0,NA,0,0,NA,2,NYK,0,15,NA,100,117,29.78082192,L,REG,21-22
IND,2022-01-04,@NYK,"KORKMAZ, FURKAN",17,10,1,0,1,1,0,0,1,4,12,0.3333333333,2,9,0.2222222222,0,0,NA,1,NYK,0,12,NA,100,117,24.44931507,L,REG,21-22
IND,2022-01-04,@NYK,"NIANG, GEORGES",16,6,1,0,1,0,0,0,0,2,5,0.4,2,5,0.4,0,0,NA,4,NYK,0,7,NA,100,117,28.55068493,L,REG,21-22
IND,2022-01-04,@NYK,"SUMNER, EDMOND",13,5,2,0,2,0,0,0,1,1,4,0.25,1,2,0.5,2,2,1,1,NYK,0,7,NA,100,117,26.0109589,L,REG,21-22
IND,2022-01-05,BKN,"HARRIS, TOBIAS",33,22,10,1,9,4,0,0,0,9,21,0.4285714286,3,5,0.6,1,2,0.5,0,BKN,0,36,NA,123,92,29.47671233,W,REG,21-22
IND,2022-01-05,BKN,"IRVING, KYRIE",32,29,4,3,1,3,1,0,5,10,21,0.4761904762,3,7,0.4285714286,6,6,1,2,BKN,0,37,NA,123,92,29.7890411,W,REG,21-22
IND,2022-01-05,BKN,"BIRCH, KHEM",27,2,8,1,7,1,0,1,0,1,1,1,0,0,NA,0,0,NA,4,BKN,0,12,NA,123,92,29.27123288,W,REG,21-22
IND,2022-01-05,BKN,"OUBRE, KELLY",26,13,6,1,5,0,1,0,2,5,11,0.4545454545,2,4,0.5,1,1,1,6,BKN,0,20,NA,123,92,26.32328767,W,REG,21-22
IND,2022-01-05,BKN,"ROBINSON, MITCHELL",26,11,7,3,4,1,3,1,2,5,5,1,0,0,NA,1,2,0.5,4,BKN,0,23,NA,123,92,23.76438356,W,REG,21-22
IND,2022-01-05,BKN,"WILLIAMS, ROBERT",24,8,9,1,8,6,1,1,0,4,7,0.5714285714,0,0,NA,0,2,0,2,BKN,0,25,NA,123,92,24.21917808,W,REG,21-22
IND,2022-01-05,BKN,"MCCONNELL, TJ",22,10,3,1,2,3,3,0,1,4,7,0.5714285714,0,0,NA,2,2,1,3,BKN,0,19,NA,123,92,29.78356164,W,REG,21-22
IND,2022-01-05,BKN,"KORKMAZ, FURKAN",17,12,1,0,1,1,0,0,1,5,6,0.8333333333,2,3,0.6666666667,0,2,0,1,BKN,0,14,NA,123,92,24.45205479,W,REG,21-22
IND,2022-01-05,BKN,"NIANG, GEORGES",16,7,3,0,3,5,0,0,0,1,3,0.3333333333,1,3,0.3333333333,4,4,1,3,BKN,0,15,NA,123,92,28.55342466,W,REG,21-22
IND,2022-01-05,BKN,"SUMNER, EDMOND",14,7,1,0,1,1,1,0,3,3,4,0.75,1,1,1,0,0,NA,2,BKN,0,10,NA,123,92,26.01369863,W,REG,21-22
IND,2022-01-05,BKN,"MARTIN, CALEB",2,2,0,0,0,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,BKN,0,2,NA,123,92,26.27123288,W,REG,21-22
IND,2022-01-05,BKN,"BROWN, STERLING",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,1,BKN,0,0,NA,123,92,26.90136986,W,REG,21-22
IND,2022-01-08,UTA,"IRVING, KYRIE",38,32,2,1,1,10,1,2,3,13,23,0.5652173913,4,10,0.4,2,2,1,1,UTA,0,47,NA,118,109,29.79726027,W,REG,21-22
IND,2022-01-08,UTA,"HARRIS, TOBIAS",32,22,8,3,5,5,0,1,0,10,13,0.7692307692,1,1,1,1,2,0.5,3,UTA,0,36,NA,118,109,29.48493151,W,REG,21-22
IND,2022-01-08,UTA,"OUBRE, KELLY",31,21,4,0,4,0,3,0,0,9,17,0.5294117647,3,6,0.5,0,0,NA,2,UTA,0,28,NA,118,109,26.33150685,W,REG,21-22
IND,2022-01-08,UTA,"DINWIDDIE, SPENCER",28,10,7,0,7,8,1,0,2,3,6,0.5,2,4,0.5,2,2,1,3,UTA,0,26,NA,118,109,28.75890411,W,REG,21-22
IND,2022-01-08,UTA,"ROBINSON, MITCHELL",25,10,5,1,4,0,1,0,0,5,5,1,0,0,NA,0,1,0,1,UTA,0,16,NA,118,109,23.77260274,W,REG,21-22
IND,2022-01-08,UTA,"WILLIAMS, ROBERT",23,8,8,3,5,2,0,0,1,4,5,0.8,0,0,NA,0,0,NA,0,UTA,0,18,NA,118,109,24.22739726,W,REG,21-22
IND,2022-01-08,UTA,"BIRCH, KHEM",18,4,1,1,0,1,0,0,1,1,4,0.25,0,0,NA,2,2,1,0,UTA,0,6,NA,118,109,29.27945205,W,REG,21-22
IND,2022-01-08,UTA,"MCCONNELL, TJ",18,1,3,1,2,4,1,0,2,0,4,0,0,0,NA,1,2,0.5,0,UTA,0,9,NA,118,109,29.79178082,W,REG,21-22
IND,2022-01-08,UTA,"NIANG, GEORGES",15,5,1,0,1,0,0,0,0,1,3,0.3333333333,1,3,0.3333333333,2,2,1,0,UTA,0,6,NA,118,109,28.56164384,W,REG,21-22
IND,2022-01-08,UTA,"MARTIN, CALEB",12,5,0,0,0,0,0,0,4,2,4,0.5,1,3,0.3333333333,0,0,NA,3,UTA,0,5,NA,118,109,26.27945205,W,REG,21-22
IND,2022-01-10,@BOS,"IRVING, KYRIE",37,34,4,0,4,6,0,0,1,12,24,0.5,5,10,0.5,5,5,1,3,BOS,0,44,NA,116,104,29.80273973,W,REG,21-22
IND,2022-01-10,@BOS,"DINWIDDIE, SPENCER",32,6,4,1,3,6,0,0,1,2,5,0.4,2,2,1,0,0,NA,3,BOS,0,16,NA,116,104,28.76438356,W,REG,21-22
IND,2022-01-10,@BOS,"OUBRE, KELLY",32,17,5,2,3,2,4,0,1,5,15,0.3333333333,1,6,0.1666666667,6,7,0.8571428571,3,BOS,0,28,NA,116,104,26.3369863,W,REG,21-22
IND,2022-01-10,@BOS,"HARRIS, TOBIAS",27,15,3,0,3,2,2,0,1,3,7,0.4285714286,0,1,0,9,9,1,3,BOS,0,22,NA,116,104,29.49041096,W,REG,21-22
IND,2022-01-10,@BOS,"ROBINSON, MITCHELL",24,8,7,5,2,0,0,0,0,4,4,1,0,0,NA,0,2,0,2,BOS,0,15,NA,116,104,23.77808219,W,REG,21-22
IND,2022-01-10,@BOS,"WILLIAMS, ROBERT",23,12,8,2,6,2,1,0,0,5,5,1,0,0,NA,2,3,0.6666666667,1,BOS,0,23,NA,116,104,24.23287671,W,REG,21-22
IND,2022-01-10,@BOS,"BIRCH, KHEM",20,10,5,2,3,0,0,1,0,5,6,0.8333333333,0,0,NA,0,0,NA,0,BOS,0,16,NA,116,104,29.28493151,W,REG,21-22
IND,2022-01-10,@BOS,"MCCONNELL, TJ",19,4,2,0,2,6,2,0,5,2,6,0.3333333333,0,0,NA,0,0,NA,3,BOS,0,14,NA,116,104,29.79726027,W,REG,21-22
IND,2022-01-10,@BOS,"NIANG, GEORGES",14,2,3,0,3,1,0,0,1,1,3,0.3333333333,0,2,0,0,0,NA,1,BOS,0,6,NA,116,104,28.56712329,W,REG,21-22
IND,2022-01-10,@BOS,"MARTIN, CALEB",12,8,3,0,3,0,1,1,1,1,3,0.3333333333,0,2,0,6,6,1,0,BOS,0,13,NA,116,104,26.28493151,W,REG,21-22
IND,2022-01-12,BOS,"IRVING, KYRIE",35,27,2,0,2,6,0,1,3,11,23,0.4782608696,3,6,0.5,2,3,0.6666666667,0,BOS,0,36,NA,106,104,29.80821918,W,REG,21-22
IND,2022-01-12,BOS,"DINWIDDIE, SPENCER",33,22,7,0,7,5,0,0,2,9,15,0.6,3,7,0.4285714286,1,2,0.5,1,BOS,0,34,NA,106,104,28.76986301,W,REG,21-22
IND,2022-01-12,BOS,"HARRIS, TOBIAS",33,19,5,1,4,7,1,0,0,9,11,0.8181818182,1,2,0.5,0,0,NA,1,BOS,0,32,NA,106,104,29.49589041,W,REG,21-22
IND,2022-01-12,BOS,"OUBRE, KELLY",31,4,3,1,2,3,1,0,2,2,10,0.2,0,4,0,0,0,NA,1,BOS,0,11,NA,106,104,26.34246575,W,REG,21-22
IND,2022-01-12,BOS,"ROBINSON, MITCHELL",24,13,4,1,3,0,1,0,1,6,7,0.8571428571,0,0,NA,1,1,1,3,BOS,0,18,NA,106,104,23.78356164,W,REG,21-22
IND,2022-01-12,BOS,"WILLIAMS, ROBERT",21,6,9,3,6,5,1,1,2,3,5,0.6,0,0,NA,0,0,NA,3,BOS,0,22,NA,106,104,24.23835616,W,REG,21-22
IND,2022-01-12,BOS,"MCCONNELL, TJ",19,2,3,1,2,3,3,0,3,1,4,0.25,0,0,NA,0,0,NA,0,BOS,0,11,NA,106,104,29.80273973,W,REG,21-22
IND,2022-01-12,BOS,"BIRCH, KHEM",18,3,5,2,3,2,0,1,0,1,2,0.5,0,0,NA,1,2,0.5,1,BOS,0,11,NA,106,104,29.29041096,W,REG,21-22
IND,2022-01-12,BOS,"NIANG, GEORGES",14,5,2,0,2,0,1,0,1,2,7,0.2857142857,1,5,0.2,0,0,NA,2,BOS,0,8,NA,106,104,28.57260274,W,REG,21-22
IND,2022-01-12,BOS,"MARTIN, CALEB",12,5,2,0,2,1,0,0,0,2,3,0.6666666667,1,1,1,0,0,NA,2,BOS,0,8,NA,106,104,26.29041096,W,REG,21-22
IND,2022-01-14,PHX,"IRVING, KYRIE",38,29,7,1,6,7,0,2,5,9,20,0.45,2,6,0.3333333333,9,10,0.9,2,PHX,0,45,NA,119,91,29.81369863,W,REG,21-22
IND,2022-01-14,PHX,"HARRIS, TOBIAS",34,21,7,0,7,3,1,0,0,7,14,0.5,1,4,0.25,6,6,1,1,PHX,0,32,NA,119,91,29.50136986,W,REG,21-22
IND,2022-01-14,PHX,"DINWIDDIE, SPENCER",30,11,6,0,6,4,1,0,1,4,8,0.5,2,5,0.4,1,2,0.5,2,PHX,0,22,NA,119,91,28.77534247,W,REG,21-22
IND,2022-01-14,PHX,"OUBRE, KELLY",30,7,4,1,3,2,2,2,1,3,12,0.25,1,4,0.25,0,0,NA,4,PHX,0,17,NA,119,91,26.34794521,W,REG,21-22
IND,2022-01-14,PHX,"ROBINSON, MITCHELL",24,10,5,3,2,0,1,0,0,5,5,1,0,0,NA,0,0,NA,0,PHX,0,16,NA,119,91,23.7890411,W,REG,21-22
IND,2022-01-14,PHX,"WILLIAMS, ROBERT",23,12,7,5,2,0,2,3,1,4,8,0.5,0,0,NA,4,4,1,0,PHX,0,24,NA,119,91,24.24383562,W,REG,21-22
IND,2022-01-14,PHX,"BIRCH, KHEM",18,1,2,1,1,1,0,0,0,0,2,0,0,0,NA,1,3,0.3333333333,1,PHX,0,4,NA,119,91,29.29589041,W,REG,21-22
IND,2022-01-14,PHX,"MCCONNELL, TJ",18,15,2,0,2,3,0,0,1,7,8,0.875,0,0,NA,1,1,1,0,PHX,0,20,NA,119,91,29.80821918,W,REG,21-22
IND,2022-01-14,PHX,"NIANG, GEORGES",14,9,1,0,1,2,0,0,2,2,3,0.6666666667,2,3,0.6666666667,3,3,1,1,PHX,0,12,NA,119,91,28.57808219,W,REG,21-22
IND,2022-01-14,PHX,"MARTIN, CALEB",11,4,2,0,2,0,2,0,2,2,5,0.4,0,3,0,0,0,NA,0,PHX,0,8,NA,119,91,26.29589041,W,REG,21-22
IND,2022-01-17,@LAC,"IRVING, KYRIE",36,33,1,0,1,5,0,1,2,11,23,0.4782608696,7,13,0.5384615385,4,4,1,2,LAC,0,40,NA,119,117,29.82191781,W,REG,21-22
IND,2022-01-17,@LAC,"HARRIS, TOBIAS",33,20,6,0,6,4,0,1,0,8,11,0.7272727273,2,2,1,2,2,1,2,LAC,0,31,NA,119,117,29.50958904,W,REG,21-22
IND,2022-01-17,@LAC,"DINWIDDIE, SPENCER",31,15,3,1,2,4,0,0,2,6,14,0.4285714286,3,6,0.5,0,0,NA,4,LAC,0,22,NA,119,117,28.78356164,W,REG,21-22
IND,2022-01-17,@LAC,"OUBRE, KELLY",31,10,6,1,5,1,2,1,2,4,7,0.5714285714,1,3,0.3333333333,1,2,0.5,4,LAC,0,20,NA,119,117,26.35616438,W,REG,21-22
IND,2022-01-17,@LAC,"ROBINSON, MITCHELL",25,3,8,2,6,1,0,2,2,1,3,0.3333333333,0,0,NA,1,2,0.5,5,LAC,0,14,NA,119,117,23.79726027,W,REG,21-22
IND,2022-01-17,@LAC,"WILLIAMS, ROBERT",22,9,3,1,2,5,1,1,0,4,8,0.5,0,0,NA,1,1,1,4,LAC,0,19,NA,119,117,24.25205479,W,REG,21-22
IND,2022-01-17,@LAC,"MARTIN, CALEB",18,10,3,1,2,0,1,0,1,3,6,0.5,0,2,0,4,6,0.6666666667,2,LAC,0,14,NA,119,117,26.30410959,W,REG,21-22
IND,2022-01-17,@LAC,"MCCONNELL, TJ",18,7,1,0,1,3,0,0,1,3,5,0.6,0,0,NA,1,2,0.5,0,LAC,0,11,NA,119,117,29.81643836,W,REG,21-22
IND,2022-01-17,@LAC,"BIRCH, KHEM",17,9,6,4,2,1,0,0,1,3,6,0.5,0,0,NA,3,3,1,0,LAC,0,16,NA,119,117,29.30410959,W,REG,21-22
IND,2022-01-17,@LAC,"NIANG, GEORGES",9,3,1,0,1,0,0,0,0,1,3,0.3333333333,1,3,0.3333333333,0,0,NA,0,LAC,0,4,NA,119,117,28.58630137,W,REG,21-22
IND,2022-01-19,@LAL,"IRVING, KYRIE",39,38,4,1,3,6,2,2,3,18,31,0.5806451613,1,8,0.125,1,1,1,3,LAL,0,52,NA,112,120,29.82739726,L,REG,21-22
IND,2022-01-19,@LAL,"HARRIS, TOBIAS",33,14,4,0,4,6,0,1,1,6,14,0.4285714286,2,5,0.4,0,0,NA,1,LAL,0,25,NA,112,120,29.51506849,L,REG,21-22
IND,2022-01-19,@LAL,"DINWIDDIE, SPENCER",32,12,7,1,6,6,1,1,0,4,5,0.8,1,2,0.5,3,3,1,4,LAL,0,27,NA,112,120,28.7890411,L,REG,21-22
IND,2022-01-19,@LAL,"OUBRE, KELLY",32,13,4,0,4,0,0,1,3,5,8,0.625,1,3,0.3333333333,2,3,0.6666666667,3,LAL,0,18,NA,112,120,26.36164384,L,REG,21-22
IND,2022-01-19,@LAL,"ROBINSON, MITCHELL",26,6,7,2,5,3,0,2,3,3,3,1,0,0,NA,0,0,NA,4,LAL,0,18,NA,112,120,23.80273973,L,REG,21-22
IND,2022-01-19,@LAL,"WILLIAMS, ROBERT",22,5,3,0,3,0,0,2,1,1,3,0.3333333333,0,0,NA,3,4,0.75,1,LAL,0,10,NA,112,120,24.25753425,L,REG,21-22
IND,2022-01-19,@LAL,"BIRCH, KHEM",18,4,3,1,2,1,0,0,0,1,2,0.5,0,0,NA,2,2,1,1,LAL,0,8,NA,112,120,29.30958904,L,REG,21-22
IND,2022-01-19,@LAL,"MARTIN, CALEB",16,12,2,0,2,0,1,0,0,5,11,0.4545454545,2,7,0.2857142857,0,0,NA,1,LAL,0,15,NA,112,120,26.30958904,L,REG,21-22
IND,2022-01-19,@LAL,"MCCONNELL, TJ",13,6,2,0,2,4,1,0,1,3,5,0.6,0,0,NA,0,0,NA,6,LAL,0,13,NA,112,120,29.82191781,L,REG,21-22
IND,2022-01-19,@LAL,"NIANG, GEORGES",9,2,0,0,0,1,0,0,0,0,1,0,0,0,NA,2,4,0.5,0,LAL,0,3,NA,112,120,28.59178082,L,REG,21-22
IND,2022-01-20,@GSW,"IRVING, KYRIE",34,23,8,1,7,6,1,1,3,10,16,0.625,3,6,0.5,0,0,NA,3,GSW,0,39,NA,94,91,29.83013699,W,REG,21-22
IND,2022-01-20,@GSW,"HARRIS, TOBIAS",33,18,1,0,1,3,1,0,1,7,13,0.5384615385,1,1,1,3,4,0.75,3,GSW,0,23,NA,94,91,29.51780822,W,REG,21-22
IND,2022-01-20,@GSW,"ROBINSON, MITCHELL",26,13,4,3,1,1,0,4,0,6,7,0.8571428571,0,0,NA,1,1,1,2,GSW,0,22,NA,94,91,23.80547945,W,REG,21-22
IND,2022-01-20,@GSW,"DINWIDDIE, SPENCER",34,11,5,0,5,3,0,0,2,4,10,0.4,0,3,0,3,4,0.75,5,GSW,0,19,NA,94,91,28.79178082,W,REG,21-22
IND,2022-01-20,@GSW,"OUBRE, KELLY",27,10,3,1,2,2,1,1,0,5,10,0.5,0,2,0,0,0,NA,3,GSW,0,17,NA,94,91,26.36438356,W,REG,21-22
IND,2022-01-20,@GSW,"WILLIAMS, ROBERT",22,10,8,2,6,2,0,3,1,5,11,0.4545454545,0,0,NA,0,0,NA,3,GSW,0,23,NA,94,91,24.26027397,W,REG,21-22
