TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX,...27,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,gametype,SEASON
IND,2022-01-20,@GSW,"MARTIN, CALEB",17,6,2,0,2,0,1,0,2,3,4,0.75,0,1,0,0,4,0,0,GSW,0,9,NA,94,91,26.31232877,W,REG,21-22
IND,2022-01-20,@GSW,"MCCONNELL, TJ",18,2,2,0,2,2,3,0,1,1,4,0.25,0,0,NA,0,0,NA,0,GSW,0,9,NA,94,91,29.82465753,W,REG,21-22
IND,2022-01-20,@GSW,"BIRCH, KHEM",18,1,7,2,5,2,1,0,0,0,5,0,0,0,NA,1,2,0.5,0,GSW,0,11,NA,94,91,29.31232877,W,REG,21-22
IND,2022-01-20,@GSW,"NIANG, GEORGES",10,0,1,1,0,3,0,0,0,0,4,0,0,3,0,0,0,NA,1,GSW,0,4,NA,94,91,28.59452055,W,REG,21-22
IND,2022-01-20,@GSW,"KORKMAZ, FURKAN",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,GSW,0,0,NA,94,91,24.49315068,W,REG,21-22
IND,2022-01-22,@PHX,"HARRIS, TOBIAS",32,16,3,1,2,5,0,0,2,6,17,0.3529411765,1,5,0.2,3,5,0.6,2,PHX,0,24,NA,92,99,29.52328767,L,REG,21-22
IND,2022-01-22,@PHX,"IRVING, KYRIE",31,14,4,0,4,7,2,0,4,6,16,0.375,2,9,0.2222222222,0,0,NA,2,PHX,0,27,NA,92,99,29.83561644,L,REG,21-22
IND,2022-01-22,@PHX,"DINWIDDIE, SPENCER",32,12,3,1,2,3,0,0,1,6,10,0.6,0,1,0,0,0,NA,4,PHX,0,18,NA,92,99,28.79726027,L,REG,21-22
IND,2022-01-22,@PHX,"MARTIN, CALEB",21,12,4,1,3,0,0,1,2,5,8,0.625,2,4,0.5,0,1,0,1,PHX,0,17,NA,92,99,26.31780822,L,REG,21-22
IND,2022-01-22,@PHX,"MCCONNELL, TJ",19,9,5,0,5,7,0,0,3,4,8,0.5,0,0,NA,1,1,1,0,PHX,0,21,NA,92,99,29.83013699,L,REG,21-22
IND,2022-01-22,@PHX,"NIANG, GEORGES",19,9,2,0,2,2,1,0,1,3,12,0.25,3,10,0.3,0,0,NA,3,PHX,0,14,NA,92,99,28.6,L,REG,21-22
IND,2022-01-22,@PHX,"ROBINSON, MITCHELL",22,8,6,3,3,0,0,0,0,4,4,1,0,0,NA,0,0,NA,6,PHX,0,14,NA,92,99,23.8109589,L,REG,21-22
IND,2022-01-22,@PHX,"BIRCH, KHEM",22,7,6,3,3,0,1,0,0,3,5,0.6,0,0,NA,1,2,0.5,1,PHX,0,14,NA,92,99,29.31780822,L,REG,21-22
IND,2022-01-22,@PHX,"WILLIAMS, ROBERT",26,3,10,2,8,0,2,4,2,1,2,0.5,0,0,NA,1,2,0.5,6,PHX,0,19,NA,92,99,24.26575342,L,REG,21-22
IND,2022-01-22,@PHX,"BROWN, STERLING",2,2,1,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,PHX,0,3,NA,92,99,26.94794521,L,REG,21-22
IND,2022-01-22,@PHX,"KORKMAZ, FURKAN",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,PHX,0,0,NA,92,99,24.49863014,L,REG,21-22
IND,2022-01-22,@PHX,"EDWARDS, KESSLER",1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,PHX,0,0,NA,92,99,22.45479452,L,REG,21-22
IND,2022-01-22,@PHX,"SUMNER, EDMOND",12,0,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,NA,1,PHX,0,2,NA,92,99,26.06027397,L,REG,21-22
IND,2022-01-24,@NOP,"IRVING, KYRIE",38,39,5,0,5,5,3,3,0,15,28,0.5357142857,6,13,0.4615384615,3,4,0.75,3,NOP,0,55,NA,130,84,29.84109589,W,REG,21-22
IND,2022-01-24,@NOP,"HARRIS, TOBIAS",29,28,5,1,4,5,0,0,0,12,16,0.75,3,5,0.6,1,1,1,2,NOP,0,38,NA,130,84,29.52876712,W,REG,21-22
IND,2022-01-24,@NOP,"DINWIDDIE, SPENCER",34,18,5,1,4,12,1,0,1,5,13,0.3846153846,2,7,0.2857142857,6,8,0.75,5,NOP,0,36,NA,130,84,28.80273973,W,REG,21-22
IND,2022-01-24,@NOP,"WILLIAMS, ROBERT",27,18,9,5,4,2,2,4,2,9,13,0.6923076923,0,0,NA,0,0,NA,1,NOP,0,35,NA,130,84,24.27123288,W,REG,21-22
IND,2022-01-24,@NOP,"MARTIN, CALEB",23,8,2,1,1,0,1,1,0,2,8,0.25,1,3,0.3333333333,3,4,0.75,1,NOP,0,12,NA,130,84,26.32328767,W,REG,21-22
IND,2022-01-24,@NOP,"NIANG, GEORGES",18,6,1,0,1,4,1,0,0,2,5,0.4,2,5,0.4,0,0,NA,1,NOP,0,12,NA,130,84,28.60547945,W,REG,21-22
IND,2022-01-24,@NOP,"MCCONNELL, TJ",18,5,3,0,3,5,2,0,0,2,4,0.5,0,0,NA,1,2,0.5,2,NOP,0,15,NA,130,84,29.83561644,W,REG,21-22
IND,2022-01-24,@NOP,"BIRCH, KHEM",20,3,4,1,3,1,2,0,0,1,3,0.3333333333,0,0,NA,1,2,0.5,1,NOP,0,10,NA,130,84,29.32328767,W,REG,21-22
IND,2022-01-24,@NOP,"KORKMAZ, FURKAN",13,3,4,1,3,1,0,0,1,1,2,0.5,0,1,0,1,2,0.5,1,NOP,0,8,NA,130,84,24.50410959,W,REG,21-22
IND,2022-01-24,@NOP,"ROBINSON, MITCHELL",20,2,11,4,7,2,0,1,0,1,5,0.2,0,0,NA,0,0,NA,6,NOP,0,16,NA,130,84,23.81643836,W,REG,21-22
IND,2022-01-26,CHA,"IRVING, KYRIE",32,30,2,1,1,12,3,0,5,12,20,0.6,6,9,0.6666666667,0,0,NA,2,CHA,0,47,NA,116,97,29.84657534,W,REG,21-22
IND,2022-01-26,CHA,"HARRIS, TOBIAS",32,24,4,1,3,6,2,0,3,11,19,0.5789473684,2,8,0.25,0,0,NA,2,CHA,0,36,NA,116,97,29.53424658,W,REG,21-22
IND,2022-01-26,CHA,"KORKMAZ, FURKAN",14,13,3,0,3,1,0,0,0,5,11,0.4545454545,3,6,0.5,0,0,NA,1,CHA,0,17,NA,116,97,24.50958904,W,REG,21-22
IND,2022-01-26,CHA,"MCCONNELL, TJ",16,10,3,0,3,4,0,0,2,4,8,0.5,0,0,NA,2,2,1,2,CHA,0,17,NA,116,97,29.84109589,W,REG,21-22
IND,2022-01-26,CHA,"ROBINSON, MITCHELL",26,8,8,1,7,1,0,1,2,4,4,1,0,0,NA,0,0,NA,0,CHA,0,18,NA,116,97,23.82191781,W,REG,21-22
IND,2022-01-26,CHA,"MARTIN, CODY",23,8,6,2,4,3,2,0,1,3,7,0.4285714286,2,4,0.5,0,0,NA,1,CHA,0,19,NA,116,97,26.32876712,W,REG,21-22
IND,2022-01-26,CHA,"WHITESIDE, HASSAN",15,8,3,1,2,0,1,0,0,4,6,0.6666666667,0,0,NA,0,0,NA,0,CHA,0,12,NA,116,97,32.62191781,W,REG,21-22
IND,2022-01-26,CHA,"MARTIN, CALEB",25,7,6,0,6,2,0,0,1,3,10,0.3,0,6,0,1,2,0.5,0,CHA,0,15,NA,116,97,26.32876712,W,REG,21-22
IND,2022-01-26,CHA,"NIANG, GEORGES",18,4,2,0,2,2,0,0,0,2,8,0.25,0,6,0,0,0,NA,3,CHA,0,8,NA,116,97,28.6109589,W,REG,21-22
IND,2022-01-26,CHA,"WILLIAMS, ROBERT",29,2,11,6,5,1,0,0,0,1,1,1,0,0,NA,0,0,NA,4,CHA,0,14,NA,116,97,24.27671233,W,REG,21-22
IND,2022-01-26,CHA,"BIRCH, KHEM",10,2,6,1,5,0,0,0,0,1,2,0.5,0,0,NA,0,0,NA,0,CHA,0,8,NA,116,97,29.32876712,W,REG,21-22
IND,2022-01-28,@OKC,"IRVING, KYRIE",30,20,4,2,2,4,1,0,4,9,21,0.4285714286,2,6,0.3333333333,0,0,NA,1,OKC,0,29,NA,80,104,29.85205479,L,REG,21-22
IND,2022-01-28,@OKC,"HARRIS, TOBIAS",29,15,4,1,3,2,0,0,1,7,13,0.5384615385,1,3,0.3333333333,0,0,NA,1,OKC,0,21,NA,80,104,29.53972603,L,REG,21-22
IND,2022-01-28,@OKC,"WILLIAMS, ROBERT",28,14,8,3,5,2,0,1,0,6,10,0.6,0,1,0,2,2,1,2,OKC,0,25,NA,80,104,24.28219178,L,REG,21-22
IND,2022-01-28,@OKC,"WHITESIDE, HASSAN",18,10,4,0,4,0,0,4,0,5,7,0.7142857143,0,0,NA,0,0,NA,0,OKC,0,18,NA,80,104,32.62739726,L,REG,21-22
IND,2022-01-28,@OKC,"OUBRE, KELLY",27,6,4,0,4,2,0,0,0,2,6,0.3333333333,0,3,0,2,4,0.5,0,OKC,0,12,NA,80,104,26.38630137,L,REG,21-22
IND,2022-01-28,@OKC,"MARTIN, CODY",17,4,2,0,2,0,0,0,0,2,5,0.4,0,2,0,0,0,NA,0,OKC,0,6,NA,80,104,26.33424658,L,REG,21-22
IND,2022-01-28,@OKC,"MARTIN, CALEB",18,3,1,1,0,1,1,0,2,1,7,0.1428571429,1,4,0.25,0,0,NA,0,OKC,0,6,NA,80,104,26.33424658,L,REG,21-22
IND,2022-01-28,@OKC,"ROBINSON, MITCHELL",30,2,6,2,4,2,0,2,0,1,7,0.1428571429,0,0,NA,0,0,NA,0,OKC,0,12,NA,80,104,23.82739726,L,REG,21-22
IND,2022-01-28,@OKC,"MCCONNELL, TJ",17,2,3,0,3,3,2,0,0,1,10,0.1,0,2,0,0,0,NA,0,OKC,0,10,NA,80,104,29.84657534,L,REG,21-22
IND,2022-01-28,@OKC,"NIANG, GEORGES",17,2,6,0,6,2,1,0,0,1,3,0.3333333333,0,0,NA,0,0,NA,1,OKC,0,11,NA,80,104,28.61643836,L,REG,21-22
IND,2022-01-28,@OKC,"KORKMAZ, FURKAN",3,2,1,0,1,1,0,0,0,1,2,0.5,0,0,NA,0,0,NA,0,OKC,0,4,NA,80,104,24.51506849,L,REG,21-22
IND,2022-01-28,@OKC,"BIRCH, KHEM",3,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,OKC,0,0,NA,80,104,29.33424658,L,REG,21-22
IND,2022-01-28,@OKC,"EDWARDS, KESSLER",3,0,1,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,OKC,0,1,NA,80,104,22.47123288,L,REG,21-22
IND,2022-01-29,@DAL,"IRVING, KYRIE",35,27,4,1,3,4,0,0,1,13,24,0.5416666667,1,6,0.1666666667,0,0,NA,1,DAL,0,35,NA,101,91,29.85479452,W,REG,21-22
IND,2022-01-29,@DAL,"ROBINSON, MITCHELL",31,16,12,3,9,2,0,2,1,7,13,0.5384615385,0,0,NA,2,2,1,1,DAL,0,32,NA,101,91,23.83013699,W,REG,21-22
IND,2022-01-29,@DAL,"HARRIS, TOBIAS",31,10,12,2,10,4,0,0,0,5,13,0.3846153846,0,1,0,0,0,NA,1,DAL,0,26,NA,101,91,29.54246575,W,REG,21-22
IND,2022-01-29,@DAL,"MCCONNELL, TJ",17,10,4,0,4,1,2,0,1,3,5,0.6,0,0,NA,4,4,1,0,DAL,0,17,NA,101,91,29.84931507,W,REG,21-22
IND,2022-01-29,@DAL,"WHITESIDE, HASSAN",15,10,7,3,4,0,2,2,0,5,7,0.7142857143,0,0,NA,0,0,NA,0,DAL,0,21,NA,101,91,32.63013699,W,REG,21-22
IND,2022-01-29,@DAL,"OUBRE, KELLY",31,8,2,0,2,4,0,2,0,4,5,0.8,0,1,0,0,0,NA,1,DAL,0,16,NA,101,91,26.3890411,W,REG,21-22
IND,2022-01-29,@DAL,"WILLIAMS, ROBERT",29,8,7,4,3,1,1,1,1,4,6,0.6666666667,0,0,NA,0,0,NA,2,DAL,0,18,NA,101,91,24.28493151,W,REG,21-22
IND,2022-01-29,@DAL,"MARTIN, CODY",19,6,1,1,0,2,0,0,1,2,7,0.2857142857,1,2,0.5,1,2,0.5,0,DAL,0,9,NA,101,91,26.3369863,W,REG,21-22
IND,2022-01-29,@DAL,"MARTIN, CALEB",17,4,1,0,1,3,0,0,0,2,7,0.2857142857,0,2,0,0,0,NA,0,DAL,0,8,NA,101,91,26.3369863,W,REG,21-22
IND,2022-01-29,@DAL,"NIANG, GEORGES",15,2,3,1,2,1,0,0,0,1,4,0.25,0,1,0,0,0,NA,0,DAL,0,6,NA,101,91,28.61917808,W,REG,21-22
IND,2022-01-31,LAC,"OUBRE, KELLY",30,28,4,1,3,1,0,0,0,12,23,0.5217391304,2,8,0.25,2,2,1,2,LAC,0,33,NA,113,90,26.39452055,W,REG,21-22
IND,2022-01-31,LAC,"IRVING, KYRIE",32,23,5,0,5,6,1,0,4,9,14,0.6428571429,3,5,0.6,2,3,0.6666666667,2,LAC,0,35,NA,113,90,29.86027397,W,REG,21-22
IND,2022-01-31,LAC,"MARTIN, CODY",20,15,0,0,0,5,1,1,0,3,5,0.6,2,4,0.5,7,8,0.875,4,LAC,0,22,NA,113,90,26.34246575,W,REG,21-22
IND,2022-01-31,LAC,"MARTIN, CALEB",22,11,3,1,2,1,1,0,0,4,7,0.5714285714,3,4,0.75,0,2,0,2,LAC,0,16,NA,113,90,26.34246575,W,REG,21-22
IND,2022-01-31,LAC,"WILLIAMS, ROBERT",27,10,6,4,2,0,0,1,1,4,7,0.5714285714,0,0,NA,2,3,0.6666666667,2,LAC,0,17,NA,113,90,24.29041096,W,REG,21-22
IND,2022-01-31,LAC,"HARRIS, TOBIAS",35,7,4,1,3,4,0,0,1,3,12,0.25,1,3,0.3333333333,0,2,0,2,LAC,0,15,NA,113,90,29.54794521,W,REG,21-22
IND,2022-01-31,LAC,"WHITESIDE, HASSAN",14,7,7,1,6,0,1,3,2,3,8,0.375,0,0,NA,1,2,0.5,1,LAC,0,18,NA,113,90,32.63561644,W,REG,21-22
IND,2022-01-31,LAC,"ROBINSON, MITCHELL",27,6,7,2,5,1,1,2,1,3,3,1,0,0,NA,0,0,NA,3,LAC,0,17,NA,113,90,23.83561644,W,REG,21-22
IND,2022-01-31,LAC,"BIRCH, KHEM",16,6,5,2,3,1,0,0,2,2,3,0.6666666667,0,0,NA,2,3,0.6666666667,1,LAC,0,12,NA,113,90,29.34246575,W,REG,21-22
IND,2022-01-31,LAC,"MCCONNELL, TJ",17,0,3,0,3,4,0,0,1,0,3,0,0,0,NA,0,0,NA,0,LAC,0,7,NA,113,90,29.85479452,W,REG,21-22
IND,2022-02-02,ORL,"OUBRE, KELLY",31,27,1,0,1,0,1,0,1,12,17,0.7058823529,3,5,0.6,0,1,0,5,ORL,0,29,NA,119,114,26.4,W,REG,21-22
IND,2022-02-02,ORL,"MARTIN, CALEB",22,19,1,0,1,0,1,2,1,6,8,0.75,4,5,0.8,3,7,0.4285714286,3,ORL,0,23,NA,119,114,26.34794521,W,REG,21-22
IND,2022-02-02,ORL,"IRVING, KYRIE",31,17,1,0,1,4,1,2,5,7,15,0.4666666667,3,8,0.375,0,0,NA,6,ORL,0,25,NA,119,114,29.86575342,W,REG,21-22
IND,2022-02-02,ORL,"HARRIS, TOBIAS",33,14,5,0,5,13,0,0,0,5,12,0.4166666667,1,3,0.3333333333,3,4,0.75,4,ORL,0,32,NA,119,114,29.55342466,W,REG,21-22
IND,2022-02-02,ORL,"WHITESIDE, HASSAN",14,14,9,3,6,1,0,1,0,7,10,0.7,0,0,NA,0,0,NA,1,ORL,0,25,NA,119,114,32.64109589,W,REG,21-22
IND,2022-02-02,ORL,"MCCONNELL, TJ",17,10,2,1,1,7,0,0,0,4,8,0.5,0,0,NA,2,2,1,0,ORL,0,19,NA,119,114,29.86027397,W,REG,21-22
IND,2022-02-02,ORL,"WILLIAMS, ROBERT",27,6,7,1,6,2,0,0,1,3,8,0.375,0,0,NA,0,0,NA,0,ORL,0,15,NA,119,114,24.29589041,W,REG,21-22
IND,2022-02-02,ORL,"ROBINSON, MITCHELL",29,4,12,2,10,1,1,1,0,2,3,0.6666666667,0,0,NA,0,0,NA,6,ORL,0,19,NA,119,114,23.84109589,W,REG,21-22
IND,2022-02-02,ORL,"MARTIN, CODY",20,4,2,1,1,2,1,1,2,1,2,0.5,1,1,1,1,2,0.5,1,ORL,0,10,NA,119,114,26.34794521,W,REG,21-22
IND,2022-02-02,ORL,"BIRCH, KHEM",16,4,1,0,1,3,0,0,0,2,3,0.6666666667,0,0,NA,0,0,NA,1,ORL,0,8,NA,119,114,29.34794521,W,REG,21-22
IND,2022-02-04,CHI,"HARRIS, TOBIAS",33,32,7,0,7,5,1,1,3,12,22,0.5454545455,4,6,0.6666666667,4,5,0.8,3,CHI,0,46,NA,116,85,29.55890411,W,REG,21-22
IND,2022-02-04,CHI,"IRVING, KYRIE",36,27,4,1,3,8,1,1,1,9,19,0.4736842105,2,6,0.3333333333,7,7,1,5,CHI,0,41,NA,116,85,29.87123288,W,REG,21-22
IND,2022-02-04,CHI,"WILLIAMS, ROBERT",26,14,9,3,6,1,0,3,1,4,9,0.4444444444,0,0,NA,6,7,0.8571428571,3,CHI,0,27,NA,116,85,24.30136986,W,REG,21-22
IND,2022-02-04,CHI,"WHITESIDE, HASSAN",14,12,9,2,7,1,0,0,0,5,7,0.7142857143,0,0,NA,2,3,0.6666666667,0,CHI,0,22,NA,116,85,32.64657534,W,REG,21-22
IND,2022-02-04,CHI,"ROBINSON, MITCHELL",27,9,6,3,3,0,0,2,1,4,4,1,0,0,NA,1,4,0.25,2,CHI,0,17,NA,116,85,23.84657534,W,REG,21-22
IND,2022-02-04,CHI,"MARTIN, CODY",20,8,3,2,1,3,1,0,2,3,7,0.4285714286,2,4,0.5,0,0,NA,1,CHI,0,15,NA,116,85,26.35342466,W,REG,21-22
IND,2022-02-04,CHI,"BIRCH, KHEM",16,5,4,0,4,1,0,0,0,2,4,0.5,0,0,NA,1,2,0.5,4,CHI,0,10,NA,116,85,29.35342466,W,REG,21-22
IND,2022-02-04,CHI,"OUBRE, KELLY",30,4,3,1,2,2,3,0,4,2,7,0.2857142857,0,1,0,0,2,0,2,CHI,0,12,NA,116,85,26.40547945,W,REG,21-22
IND,2022-02-04,CHI,"MARTIN, CALEB",21,3,4,2,2,2,0,1,0,1,5,0.2,0,2,0,1,2,0.5,2,CHI,0,10,NA,116,85,26.35342466,W,REG,21-22
IND,2022-02-04,CHI,"MCCONNELL, TJ",17,2,2,0,2,6,0,0,0,1,2,0.5,0,0,NA,0,0,NA,2,CHI,0,10,NA,116,85,29.86575342,W,REG,21-22
IND,2022-02-06,@CLE,"IRVING, KYRIE",42,22,4,0,4,12,3,0,3,7,16,0.4375,2,7,0.2857142857,6,6,1,4,CLE,0,41,NA,108,104,29.87671233,W,REG,21-22
IND,2022-02-06,@CLE,"HARRIS, TOBIAS",34,19,6,1,5,4,0,0,3,9,19,0.4736842105,1,6,0.1666666667,0,0,NA,5,CLE,0,29,NA,108,104,29.56438356,W,REG,21-22
IND,2022-02-06,@CLE,"OUBRE, KELLY",34,18,1,0,1,1,0,0,0,7,13,0.5384615385,3,8,0.375,1,2,0.5,3,CLE,0,20,NA,108,104,26.4109589,W,REG,21-22
IND,2022-02-06,@CLE,"BIRCH, KHEM",16,12,4,1,3,0,0,0,0,3,5,0.6,0,0,NA,6,6,1,4,CLE,0,16,NA,108,104,29.35890411,W,REG,21-22
IND,2022-02-06,@CLE,"WILLIAMS, ROBERT",27,11,7,4,3,1,0,1,4,5,7,0.7142857143,0,0,NA,1,2,0.5,2,CLE,0,20,NA,108,104,24.30684932,W,REG,21-22
IND,2022-02-06,@CLE,"MARTIN, CALEB",22,8,2,1,1,1,1,0,1,3,5,0.6,2,3,0.6666666667,0,0,NA,2,CLE,0,12,NA,108,104,26.35890411,W,REG,21-22
IND,2022-02-06,@CLE,"WHITESIDE, HASSAN",14,8,3,0,3,1,0,1,1,4,6,0.6666666667,0,0,NA,0,0,NA,0,CLE,0,13,NA,108,104,32.65205479,W,REG,21-22
IND,2022-02-06,@CLE,"ROBINSON, MITCHELL",30,7,6,1,5,2,1,0,0,3,5,0.6,0,0,NA,1,2,0.5,2,CLE,0,16,NA,108,104,23.85205479,W,REG,21-22
IND,2022-02-06,@CLE,"MCCONNELL, TJ",16,3,2,1,1,5,5,0,0,1,6,0.1666666667,0,0,NA,1,2,0.5,1,CLE,0,15,NA,108,104,29.87123288,W,REG,21-22
IND,2022-02-06,@CLE,"MARTIN, CODY",5,0,1,0,1,1,0,0,1,0,2,0,0,1,0,0,0,NA,1,CLE,0,2,NA,108,104,26.35890411,W,REG,21-22
IND,2022-02-08,@ATL,"IRVING, KYRIE",39,41,3,0,3,3,1,0,5,14,23,0.6086956522,4,8,0.5,9,9,1,4,ATL,0,48,NA,110,152,29.88219178,L,REG,21-22
IND,2022-02-08,@ATL,"OUBRE, KELLY",35,15,4,2,2,1,1,1,2,5,16,0.3125,1,8,0.125,4,6,0.6666666667,3,ATL,0,22,NA,110,152,26.41643836,L,REG,21-22
IND,2022-02-08,@ATL,"MARTIN, CALEB",24,14,1,0,1,0,0,0,0,3,6,0.5,1,3,0.3333333333,7,8,0.875,1,ATL,0,15,NA,110,152,26.36438356,L,REG,21-22
IND,2022-02-08,@ATL,"WHITESIDE, HASSAN",23,10,6,2,4,0,1,3,1,4,10,0.4,0,0,NA,2,2,1,2,ATL,0,20,NA,110,152,32.65753425,L,REG,21-22
IND,2022-02-08,@ATL,"WILLIAMS, ROBERT",25,8,7,3,4,1,2,2,2,4,8,0.5,0,0,NA,0,0,NA,6,ATL,0,20,NA,110,152,24.31232877,L,REG,21-22
IND,2022-02-08,@ATL,"ROBINSON, MITCHELL",32,8,8,2,6,1,2,0,5,4,6,0.6666666667,0,0,NA,0,0,NA,2,ATL,0,19,NA,110,152,23.85753425,L,REG,21-22
IND,2022-02-08,@ATL,"MCCONNELL, TJ",18,6,2,0,2,5,1,0,1,3,4,0.75,0,0,NA,0,0,NA,1,ATL,0,14,NA,110,152,29.87671233,L,REG,21-22
IND,2022-02-08,@ATL,"HARRIS, TOBIAS",30,4,3,0,3,9,1,1,2,2,6,0.3333333333,0,1,0,0,0,NA,5,ATL,0,18,NA,110,152,29.56986301,L,REG,21-22
IND,2022-02-08,@ATL,"KORKMAZ, FURKAN",14,4,0,0,0,0,1,0,1,0,1,0,0,1,0,4,7,0.5714285714,1,ATL,0,5,NA,110,152,24.54520548,L,REG,21-22
IND,2022-02-11,CLE,"IRVING, KYRIE",45,42,6,1,5,11,2,0,2,15,25,0.6,6,11,0.5454545455,6,6,1,2,CLE,0,61,NA,143,92,29.89041096,W,REG,21-22
IND,2022-02-11,CLE,"OUBRE, KELLY",34,31,5,1,4,1,2,0,4,11,17,0.6470588235,7,9,0.7777777778,2,2,1,6,CLE,0,39,NA,143,92,26.42465753,W,REG,21-22
IND,2022-02-11,CLE,"HARRIS, TOBIAS",37,29,9,0,9,3,0,0,1,11,17,0.6470588235,2,5,0.4,5,6,0.8333333333,0,CLE,0,41,NA,143,92,29.57808219,W,REG,21-22
IND,2022-02-11,CLE,"WILLIAMS, ROBERT",28,16,6,1,5,3,1,3,1,8,10,0.8,0,0,NA,0,0,NA,2,CLE,0,29,NA,143,92,24.32054795,W,REG,21-22
IND,2022-02-11,CLE,"ROBINSON, MITCHELL",34,9,8,4,4,2,0,1,1,4,5,0.8,0,0,NA,1,1,1,4,CLE,0,20,NA,143,92,23.86575342,W,REG,21-22
IND,2022-02-11,CLE,"KORKMAZ, FURKAN",14,7,3,0,3,3,0,0,0,3,7,0.4285714286,1,3,0.3333333333,0,0,NA,1,CLE,0,13,NA,143,92,24.55342466,W,REG,21-22
IND,2022-02-11,CLE,"MCCONNELL, TJ",20,5,4,0,4,7,0,1,3,2,4,0.5,0,0,NA,1,2,0.5,2,CLE,0,17,NA,143,92,29.88493151,W,REG,21-22
IND,2022-02-11,CLE,"PLUMLEE, MASON",21,4,5,2,3,2,2,0,0,2,5,0.4,0,0,NA,0,0,NA,2,CLE,0,13,NA,143,92,31.93972603,W,REG,21-22
IND,2022-02-11,CLE,"MARTIN, CALEB",7,0,2,0,2,3,0,0,0,0,0,NA,0,0,NA,0,0,NA,6,CLE,0,5,NA,143,92,26.37260274,W,REG,21-22
IND,2022-02-13,MIN,"IRVING, KYRIE",32,28,6,0,6,6,1,0,1,10,26,0.3846153846,8,19,0.4210526316,0,0,NA,0,MIN,0,41,NA,101,62,29.89589041,W,REG,21-22
IND,2022-02-13,MIN,"HARRIS, TOBIAS",26,17,6,1,5,3,0,0,0,8,12,0.6666666667,1,4,0.25,0,0,NA,1,MIN,0,26,NA,101,62,29.58356164,W,REG,21-22
IND,2022-02-13,MIN,"OUBRE, KELLY",23,15,1,0,1,4,1,0,1,6,13,0.4615384615,1,2,0.5,2,2,1,2,MIN,0,21,NA,101,62,26.43013699,W,REG,21-22
IND,2022-02-13,MIN,"KORKMAZ, FURKAN",18,14,3,0,3,2,0,0,0,6,7,0.8571428571,1,1,1,1,1,1,0,MIN,0,19,NA,101,62,24.55890411,W,REG,21-22
IND,2022-02-13,MIN,"ROBINSON, MITCHELL",22,8,15,4,11,1,2,5,1,3,5,0.6,0,0,NA,2,4,0.5,1,MIN,0,31,NA,101,62,23.87123288,W,REG,21-22
IND,2022-02-13,MIN,"PLUMLEE, MASON",18,8,4,0,4,0,0,1,0,4,7,0.5714285714,0,0,NA,0,4,0,1,MIN,0,13,NA,101,62,31.94520548,W,REG,21-22
IND,2022-02-13,MIN,"BLEDSOE, ERIC",12,5,2,0,2,0,0,1,0,2,5,0.4,1,1,1,0,0,NA,2,MIN,0,8,NA,101,62,32.18082192,W,REG,21-22
IND,2022-02-13,MIN,"WILLIAMS, ROBERT",22,2,7,1,6,0,0,0,0,1,1,1,0,0,NA,0,0,NA,0,MIN,0,9,NA,101,62,24.3260274,W,REG,21-22
IND,2022-02-13,MIN,"MCCONNELL, TJ",16,2,1,0,1,6,6,0,1,1,2,0.5,0,0,NA,0,0,NA,0,MIN,0,15,NA,101,62,29.89041096,W,REG,21-22
IND,2022-02-13,MIN,"CARTER, JEVON",12,2,1,0,1,2,1,0,0,0,4,0,0,2,0,2,2,1,0,MIN,0,6,NA,101,62,26.41643836,W,REG,21-22
IND,2022-02-13,MIN,"MARTIN, CALEB",15,0,2,0,2,1,1,1,0,0,2,0,0,0,NA,0,0,NA,2,MIN,0,5,NA,101,62,26.37808219,W,REG,21-22
IND,2022-02-13,MIN,"NIANG, GEORGES",12,0,4,0,4,1,0,1,0,0,1,0,0,0,NA,0,0,NA,0,MIN,0,6,NA,101,62,28.66027397,W,REG,21-22
IND,2022-02-13,MIN,"BRISSETT, OSHAE",12,0,5,0,5,0,1,0,0,0,2,0,0,0,NA,0,0,NA,3,MIN,0,6,NA,101,62,23.65205479,W,REG,21-22
IND,2022-02-15,@MIL,"IRVING, KYRIE",42,28,2,0,2,5,1,0,0,11,25,0.44,2,5,0.4,4,4,1,3,MIL,0,36,NA,113,107,29.90136986,W,REG,21-22
IND,2022-02-15,@MIL,"HARRIS, TOBIAS",29,28,6,1,5,3,1,0,1,9,13,0.6923076923,3,4,0.75,7,8,0.875,5,MIL,0,38,NA,113,107,29.5890411,W,REG,21-22
IND,2022-02-15,@MIL,"OUBRE, KELLY",33,17,5,0,5,1,3,0,4,6,14,0.4285714286,2,7,0.2857142857,3,6,0.5,4,MIL,0,26,NA,113,107,26.43561644,W,REG,21-22
