TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL,GAME,ROUND,gametype
BKN,2024-05-06,@DET,"BALL, LONZO",32,21,5,0,5,6,1,1,3,9,22,0.4090909090909091,1,3,0.3333333333333333,2,2,1,1,DET,0,34,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"CARUSO, ALEX",24,17,5,0,5,3,3,0,0,6,11,0.5454545454545454,3,4,0.75,2,2,1,1,DET,0,28,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"WILLIAMSON, ZION",32,14,5,2,3,3,0,0,1,7,14,0.5,0,0,NA,0,0,NA,4,DET,0,22,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"WHITE, DERRICK",17,10,0,0,0,2,0,0,2,4,11,0.36363636363636365,0,4,0,2,2,1,1,DET,0,12,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"WILLIAMS, KENRICH",11,7,1,0,1,0,0,0,0,3,6,0.5,0,0,NA,1,4,0.25,0,DET,0,8,,107,100,30.34153005464481,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"CLAXTON, NICOLAS",35,6,18,1,17,1,2,5,1,3,4,0.75,0,0,NA,0,0,NA,3,DET,0,32,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"ZUBAC, IVICA",17,6,6,2,4,0,0,0,0,3,4,0.75,0,0,NA,0,0,NA,3,DET,0,12,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"BRAUN, CHRISTIAN",24,2,2,0,2,1,1,0,1,1,4,0.25,0,1,0,0,0,NA,2,DET,0,6,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-06,@DET,"THYBULLE, MATISSE",14,0,3,0,3,0,0,0,0,0,1,0,0,0,NA,0,0,NA,0,DET,0,3,,107,100,NA,W,4,1,PLAYOFF
BKN,2024-05-14,CLE,"BALL, LONZO",32,21,7,1,6,8,1,0,4,4,7,0.5714285714285714,1,2,0.5,12,13,0.9230769230769231,2,CLE,0,37,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"WILLIAMSON, ZION",33,21,3,2,1,0,0,0,1,9,17,0.5294117647058824,1,1,1,2,2,1,2,CLE,0,24,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"DURANT, KEVIN",36,18,7,1,6,2,3,2,1,9,15,0.6,0,3,0,0,0,NA,3,CLE,0,32,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"WHITE, DERRICK",22,13,2,0,2,3,0,0,1,5,12,0.4166666666666667,0,3,0,3,4,0.75,0,CLE,0,18,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"CLAXTON, NICOLAS",34,10,13,2,11,1,0,2,1,4,5,0.8,0,0,NA,2,4,0.5,2,CLE,0,26,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"BRAUN, CHRISTIAN",27,4,4,0,4,5,0,0,3,2,10,0.2,0,1,0,0,0,NA,3,CLE,0,13,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"THYBULLE, MATISSE",12,4,2,1,1,1,0,0,0,2,6,0.3333333333333333,0,2,0,0,0,NA,1,CLE,0,7,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"WILLIAMS, KENRICH",11,4,1,0,1,0,0,0,1,1,5,0.2,0,1,0,2,2,1,3,CLE,0,5,,100,108,30.363387978142075,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"CARUSO, ALEX",18,3,3,0,3,2,2,1,0,1,5,0.2,1,1,1,0,0,NA,0,CLE,0,11,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-14,CLE,"ZUBAC, IVICA",15,2,7,1,6,0,0,1,0,1,2,0.5,0,0,NA,0,0,NA,2,CLE,0,10,,100,108,NA,L,1,2,PLAYOFF
BKN,2024-05-17,CLE,"DURANT, KEVIN",36,41,8,1,7,5,1,3,1,18,22,0.8181818181818182,2,3,0.6666666666666666,3,3,1,2,CLE,0,58,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"WILLIAMSON, ZION",34,24,7,1,6,2,0,0,0,10,18,0.5555555555555556,0,0,NA,4,5,0.8,1,CLE,0,33,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"WHITE, DERRICK",21,18,1,0,1,3,1,0,0,6,12,0.5,2,4,0.5,4,4,1,0,CLE,0,23,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"BALL, LONZO",33,8,5,0,5,8,2,0,5,3,10,0.3,1,2,0.5,1,1,1,1,CLE,0,23,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"CLAXTON, NICOLAS",35,6,10,0,10,4,5,4,0,2,3,0.6666666666666666,0,0,NA,2,2,1,4,CLE,0,29,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"WILLIAMS, KENRICH",11,5,2,2,0,0,0,0,0,2,5,0.4,1,2,0.5,0,2,0,2,CLE,0,7,,116,106,30.371584699453553,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"BRAUN, CHRISTIAN",26,4,2,0,2,5,0,1,0,2,8,0.25,0,0,NA,0,0,NA,2,CLE,0,12,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"CARUSO, ALEX",17,4,3,0,3,5,0,1,0,2,6,0.3333333333333333,0,0,NA,0,1,0,0,CLE,0,13,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"THYBULLE, MATISSE",13,4,1,0,1,0,0,0,0,2,4,0.5,0,2,0,0,0,NA,1,CLE,0,5,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-17,CLE,"ZUBAC, IVICA",14,2,3,0,3,0,0,1,0,1,1,1,0,0,NA,0,0,NA,0,CLE,0,6,,116,106,NA,W,2,2,PLAYOFF
BKN,2024-05-19,@CLE,"CLAXTON, NICOLAS",34,19,10,3,7,0,0,4,1,8,9,0.8888888888888888,0,0,NA,3,5,0.6,1,CLE,0,33,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"WILLIAMSON, ZION",31,16,6,2,4,3,2,0,0,6,10,0.6,0,0,NA,4,4,1,3,CLE,0,27,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"DURANT, KEVIN",36,15,5,1,4,4,1,1,5,6,11,0.5454545454545454,1,1,1,2,2,1,3,CLE,0,26,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"WHITE, DERRICK",20,15,4,0,4,5,1,0,1,3,7,0.42857142857142855,2,4,0.5,7,8,0.875,1,CLE,0,25,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"BALL, LONZO",35,13,5,1,4,6,0,0,1,6,22,0.2727272727272727,1,6,0.16666666666666666,0,0,NA,2,CLE,0,24,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"CARUSO, ALEX",17,11,3,0,3,1,0,0,0,4,9,0.4444444444444444,1,2,0.5,2,4,0.5,0,CLE,0,15,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"ZUBAC, IVICA",18,6,7,2,5,2,0,1,0,3,4,0.75,0,0,NA,0,0,NA,0,CLE,0,16,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"BRAUN, CHRISTIAN",31,5,7,1,6,4,0,0,2,2,11,0.18181818181818182,1,3,0.3333333333333333,0,0,NA,2,CLE,0,16,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"THYBULLE, MATISSE",10,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,CLE,0,1,,100,107,NA,L,3,2,PLAYOFF
BKN,2024-05-19,@CLE,"WILLIAMS, KENRICH",8,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,NA,0,CLE,0,1,,100,107,30.37704918032787,L,3,2,PLAYOFF
BKN,2024-05-21,@CLE,"DURANT, KEVIN",33,24,4,0,4,3,1,1,1,10,15,0.6666666666666666,2,2,1,2,2,1,2,CLE,0,33,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"BALL, LONZO",35,18,4,0,4,10,0,1,2,7,13,0.5384615384615384,3,5,0.6,1,2,0.5,0,CLE,0,33,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"WILLIAMSON, ZION",31,18,7,2,5,0,1,0,2,6,11,0.5454545454545454,0,0,NA,6,9,0.6666666666666666,0,CLE,0,26,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"BRAUN, CHRISTIAN",28,12,4,2,2,1,1,0,1,6,15,0.4,0,2,0,0,0,NA,3,CLE,0,18,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"CLAXTON, NICOLAS",24,8,8,1,7,1,3,3,1,4,4,1,0,0,NA,0,0,NA,6,CLE,0,23,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"ZUBAC, IVICA",25,7,6,0,6,0,0,2,1,3,3,1,0,0,NA,1,2,0.5,3,CLE,0,15,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"WHITE, DERRICK",25,6,0,0,0,2,0,0,1,1,7,0.14285714285714285,0,2,0,4,4,1,1,CLE,0,8,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"WILLIAMS, KENRICH",10,3,2,0,2,1,0,0,1,1,4,0.25,0,1,0,1,2,0.5,1,CLE,0,6,,98,114,30.382513661202186,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"THYBULLE, MATISSE",12,2,2,0,2,2,2,0,2,1,4,0.25,0,1,0,0,0,NA,1,CLE,0,8,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-21,@CLE,"CARUSO, ALEX",17,0,1,0,1,2,2,0,1,0,5,0,0,1,0,0,0,NA,1,CLE,0,5,,98,114,NA,L,4,2,PLAYOFF
BKN,2024-05-23,CLE,"BALL, LONZO",34,24,5,1,4,6,3,1,2,8,13,0.6153846153846154,1,1,1,7,9,0.7777777777777778,1,CLE,0,39,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"WILLIAMSON, ZION",27,20,9,3,6,3,1,0,0,9,16,0.5625,0,2,0,2,3,0.6666666666666666,2,CLE,0,33,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"DURANT, KEVIN",34,17,5,0,5,6,1,2,2,5,14,0.35714285714285715,1,4,0.25,6,6,1,2,CLE,0,31,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"BRAUN, CHRISTIAN",31,12,5,2,3,5,0,0,0,6,13,0.46153846153846156,0,1,0,0,0,NA,1,CLE,0,22,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"CLAXTON, NICOLAS",34,12,10,4,6,0,1,1,1,6,9,0.6666666666666666,0,0,NA,0,0,NA,5,CLE,0,24,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"CARUSO, ALEX",22,12,1,0,1,3,2,0,1,4,7,0.5714285714285714,2,3,0.6666666666666666,2,3,0.6666666666666666,0,CLE,0,18,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"WHITE, DERRICK",18,9,2,0,2,2,1,0,0,2,6,0.3333333333333333,1,3,0.3333333333333333,4,4,1,0,CLE,0,14,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"THYBULLE, MATISSE",13,9,1,0,1,2,0,0,1,4,7,0.5714285714285714,1,1,1,0,0,NA,0,CLE,0,12,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"WILLIAMS, KENRICH",11,2,4,2,2,0,1,0,0,1,8,0.125,0,0,NA,0,0,NA,2,CLE,0,7,,117,109,30.387978142076502,W,5,2,PLAYOFF
BKN,2024-05-23,CLE,"ZUBAC, IVICA",16,0,8,0,8,0,0,1,1,0,1,0,0,0,NA,0,0,NA,1,CLE,0,9,,117,109,NA,W,5,2,PLAYOFF
BKN,2024-05-24,@CLE,"WILLIAMSON, ZION",28,27,3,0,3,2,1,1,0,10,15,0.6666666666666666,1,2,0.5,6,6,1,1,CLE,0,34,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"BALL, LONZO",33,13,5,0,5,8,1,1,2,5,14,0.35714285714285715,1,4,0.25,2,3,0.6666666666666666,0,CLE,0,28,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"CLAXTON, NICOLAS",22,10,8,1,7,1,2,0,0,4,4,1,0,0,NA,2,3,0.6666666666666666,2,CLE,0,21,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"DURANT, KEVIN",22,9,2,0,2,3,1,1,1,4,7,0.5714285714285714,1,4,0.25,0,0,NA,1,CLE,0,16,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"WHITE, DERRICK",18,8,0,0,0,1,0,0,5,3,6,0.5,0,2,0,2,2,1,2,CLE,0,9,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"BRAUN, CHRISTIAN",31,6,4,1,3,6,1,0,0,3,6,0.5,0,0,NA,0,0,NA,0,CLE,0,17,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"ZUBAC, IVICA",16,4,2,0,2,1,0,1,1,2,3,0.6666666666666666,0,0,NA,0,0,NA,3,CLE,0,8,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"WILLIAMS, KENRICH",23,4,3,1,2,1,0,0,0,1,8,0.125,0,0,NA,2,4,0.5,0,CLE,0,8,,86,127,30.39071038251366,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"RICHARDS, NICK",4,2,2,0,2,0,0,0,0,1,1,1,0,0,NA,0,0,NA,1,CLE,0,4,,86,127,26.483606557377048,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"THYBULLE, MATISSE",26,2,0,0,0,1,0,0,4,1,3,0.3333333333333333,0,0,NA,0,0,NA,1,CLE,0,3,,86,127,NA,L,6,2,PLAYOFF
BKN,2024-05-24,@CLE,"CARUSO, ALEX",17,1,4,0,4,0,0,0,3,0,5,0,0,1,0,1,2,0.5,0,CLE,0,5,,86,127,NA,L,6,2,PLAYOFF
BOS,2024-04-22,@CLE,"TATUM, JAYSON",45,26,10,1,9,5,1,0,1,11,17,0.6470588235294118,1,6,0.16666666666666666,3,4,0.75,3,CLE,0,42,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"OUBRE, KELLY",32,19,2,0,2,1,0,0,1,6,12,0.5,3,6,0.5,4,5,0.8,1,CLE,0,22,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"SIMONS, ANFERNEE",38,16,5,0,5,6,0,0,4,6,17,0.35294117647058826,2,6,0.3333333333333333,2,2,1,1,CLE,0,27,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"STRUS, MAX",19,10,2,1,1,1,0,0,0,3,15,0.2,2,5,0.4,2,2,1,1,CLE,0,13,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"WASHINGTON, PJ",19,8,4,1,3,2,0,0,2,3,8,0.375,0,3,0,2,3,0.6666666666666666,0,CLE,0,14,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"MURPHY, TREY",39,7,5,0,5,3,0,0,1,3,10,0.3,1,4,0.25,0,0,NA,3,CLE,0,15,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"SCHRODER, DENNIS",10,6,2,0,2,3,0,0,0,2,6,0.3333333333333333,2,3,0.6666666666666666,0,0,NA,0,CLE,0,11,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-22,@CLE,"ADAMS, STEVEN",38,5,10,3,7,0,0,0,0,2,5,0.4,0,0,NA,1,2,0.5,4,CLE,0,15,,97,134,NA,L,1,1,PLAYOFF
BOS,2024-04-26,@CLE,"TATUM, JAYSON",46,36,8,0,8,7,1,0,4,13,22,0.5909090909090909,7,14,0.5,3,3,1,2,CLE,0,52,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"SIMONS, ANFERNEE",36,29,2,0,2,3,0,0,3,12,26,0.46153846153846156,3,6,0.5,2,3,0.6666666666666666,1,CLE,0,34,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"MURPHY, TREY",37,14,11,2,9,1,0,1,0,3,9,0.3333333333333333,2,5,0.4,6,8,0.75,2,CLE,0,27,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"ADAMS, STEVEN",36,10,11,6,5,4,0,1,0,5,12,0.4166666666666667,0,0,NA,0,0,NA,3,CLE,0,26,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"OUBRE, KELLY",35,9,4,1,3,4,1,0,1,4,13,0.3076923076923077,0,6,0,1,1,1,2,CLE,0,18,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"WASHINGTON, PJ",19,7,5,2,3,0,0,0,1,3,5,0.6,0,1,0,1,2,0.5,3,CLE,0,12,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"SCHRODER, DENNIS",13,6,2,0,2,3,2,0,0,3,6,0.5,0,2,0,0,0,NA,0,CLE,0,13,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"STRUS, MAX",11,4,0,0,0,3,0,0,0,2,2,1,0,0,NA,0,0,NA,1,CLE,0,7,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-26,@CLE,"WATSON, PEYTON",7,0,1,0,1,2,0,0,0,0,3,0,0,1,0,0,0,NA,1,CLE,0,3,,115,138,NA,L,2,1,PLAYOFF
BOS,2024-04-30,CLE,"TATUM, JAYSON",44,44,10,0,10,4,2,0,4,17,30,0.5666666666666667,5,11,0.45454545454545453,5,6,0.8333333333333334,5,CLE,0,60,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"SIMONS, ANFERNEE",39,17,7,1,6,9,0,0,2,8,25,0.32,1,8,0.125,0,0,NA,1,CLE,0,33,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"SCHRODER, DENNIS",9,11,0,0,0,1,0,0,0,3,5,0.6,1,2,0.5,4,4,1,0,CLE,0,12,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"MURPHY, TREY",36,10,5,0,5,1,1,0,1,4,9,0.4444444444444444,2,3,0.6666666666666666,0,0,NA,2,CLE,0,17,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"ADAMS, STEVEN",37,10,16,5,11,2,2,2,0,4,4,1,0,0,NA,2,4,0.5,3,CLE,0,32,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"OUBRE, KELLY",32,5,5,0,5,4,1,0,0,2,6,0.3333333333333333,1,2,0.5,0,0,NA,3,CLE,0,15,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"WASHINGTON, PJ",22,2,4,0,4,3,0,1,1,1,6,0.16666666666666666,0,1,0,0,0,NA,3,CLE,0,10,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"WATSON, PEYTON",12,2,0,0,0,1,0,1,1,1,2,0.5,0,1,0,0,0,NA,1,CLE,0,4,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-04-30,CLE,"STRUS, MAX",9,0,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,NA,0,CLE,0,1,,101,108,NA,L,3,1,PLAYOFF
BOS,2024-05-04,CLE,"TATUM, JAYSON",47,34,8,0,8,4,1,0,3,12,29,0.41379310344827586,5,10,0.5,5,8,0.625,1,CLE,0,47,,114,132,NA,L,4,1,PLAYOFF
BOS,2024-05-04,CLE,"SIMONS, ANFERNEE",37,27,4,0,4,8,1,0,1,11,22,0.5,1,6,0.16666666666666666,4,4,1,0,CLE,0,40,,114,132,NA,L,4,1,PLAYOFF
BOS,2024-05-04,CLE,"MURPHY, TREY",37,14,7,2,5,1,0,0,0,6,13,0.46153846153846156,0,3,0,2,2,1,2,CLE,0,22,,114,132,NA,L,4,1,PLAYOFF
BOS,2024-05-04,CLE,"ADAMS, STEVEN",37,11,11,1,10,0,0,1,2,5,5,1,0,0,NA,1,3,0.3333333333333333,4,CLE,0,23,,114,132,NA,L,4,1,PLAYOFF
