TEAM,DATE,OPP,PLAYER,M,P,R,OR,DR,A,S,B,TO,FGM,FGA,FGPCT,3PM,3PA,3PPCT,FTM,FTA,FTPCT,PF,OPP_TEAM,TD,BOX, ,TEAM_PTS,OPP_TEAM_PTS,AGE,WL
LAC,5/22/2021,CHI,"WISEMAN, JAMES",15,6,4,2,2,0,0,0,1,3,4,0.75,0,0,,0,0,,0,CHI,0,10,,102,115,20.14246575,L
LAC,5/22/2021,CHI,"GREEN, JAMYCHAL",12,2,4,0,4,0,0,0,0,0,0,,0,0,,2,2,1,0,CHI,0,6,,102,115,30.91780822,L
LAC,5/27/2021,MIN,"WARREN, TJ",41,30,4,0,4,5,1,0,2,12,20,0.6,3,4,0.75,3,3,1,0,MIN,0,40,,127,123,27.72328767,W
LAC,5/29/2021,@POR,"LOWRY, KYLE",38,22,4,0,4,11,1,1,4,5,12,0.4166666667,3,8,0.375,9,10,0.9,4,POR,0,39,,118,104,35.17808219,W
LAL,12/12/2020,MEM,"HORTON-TUCKER, TALEN",13,4,4,1,3,0,0,1,2,1,2,0.5,1,2,0.5,1,4,0.25,0,MEM,0,9,,112,99,20.04657534,W
LAL,12/12/2020,MEM,"MCLEMORE, BEN",14,3,4,0,4,1,0,0,0,1,4,0.25,1,3,0.3333333333,0,0,,2,MEM,0,8,,112,99,27.83333333,W
LAL,12/17/2020,@SAS,"VONLEH, NOAH",15,5,4,2,2,1,0,0,0,2,3,0.6666666667,0,0,,1,1,1,2,SAS,0,10,,112,141,25.31506849,L
LAL,12/19/2020,@CHI,"HUERTER, KEVIN",24,8,4,0,4,3,0,1,3,3,6,0.5,2,4,0.5,0,0,,0,CHI,0,16,,117,116,22.31232877,W
LAL,12/22/2020,MIA,"LEVERT, CARIS",22,14,4,0,4,5,2,0,1,6,11,0.5454545455,2,5,0.4,0,0,,3,MIA,0,25,,138,100,26.3260274,W
LAL,12/22/2020,MIA,"HORTON-TUCKER, TALEN",18,10,4,0,4,3,1,1,1,3,4,0.75,3,3,1,1,2,0.5,1,MIA,0,19,,138,100,20.0739726,W
LAL,12/22/2020,MIA,"HUERTER, KEVIN",23,8,4,1,3,4,0,1,1,3,8,0.375,2,4,0.5,0,0,,0,MIA,0,17,,138,100,22.32054795,W
LAL,12/24/2020,TOR,"HUERTER, KEVIN",25,0,4,0,4,2,0,1,2,0,2,0,0,1,0,0,0,,2,TOR,0,7,,123,144,22.3260274,L
LAL,12/27/2020,GSW,"BOGDANOVIC, BOJAN",25,19,4,0,4,2,2,0,1,5,16,0.3125,2,7,0.2857142857,7,7,1,3,GSW,0,27,,137,126,31.69315068,W
LAL,12/27/2020,GSW,"LEVERT, CARIS",28,18,4,0,4,4,1,0,4,7,11,0.6363636364,2,6,0.3333333333,2,6,0.3333333333,3,GSW,0,27,,137,126,26.33972603,W
LAL,12/29/2020,SAC,"LEVERT, CARIS",27,15,4,0,4,3,0,0,4,5,9,0.5555555556,2,4,0.5,3,6,0.5,3,SAC,0,22,,112,138,26.34520548,L
LAL,12/29/2020,SAC,"HAYES, JAXSON",28,3,4,1,3,2,1,1,0,1,3,0.3333333333,0,0,,1,4,0.25,3,SAC,0,11,,112,138,20.60273973,L
LAL,1/2/2021,OKC,"ANTHONY, CARMELO",22,20,4,0,4,0,1,0,3,8,10,0.8,1,3,0.3333333333,3,3,1,3,OKC,0,25,,119,134,36.59726027,L
LAL,1/2/2021,OKC,"LEVERT, CARIS",25,14,4,3,1,2,1,0,3,5,16,0.3125,2,5,0.4,2,2,1,2,OKC,0,21,,119,134,26.35616438,L
LAL,1/2/2021,OKC,"MOORE, ETWAUN",13,4,4,0,4,1,1,1,1,1,2,0.5,0,1,0,2,5,0.4,0,OKC,0,11,,119,134,31.85245902,L
LAL,1/5/2021,@OKC,"IRVING, KYRIE",30,29,4,2,2,8,2,0,1,11,15,0.7333333333,1,2,0.5,6,6,1,4,OKC,0,43,,132,128,28.7890411,W
LAL,1/5/2021,@OKC,"LEVERT, CARIS",29,29,4,1,3,5,1,0,2,11,21,0.5238095238,2,6,0.3333333333,5,9,0.5555555556,1,OKC,0,39,,132,128,26.36438356,W
LAL,1/8/2021,@SAS,"LEVERT, CARIS",26,35,4,0,4,7,0,0,2,13,19,0.6842105263,6,11,0.5454545455,3,6,0.5,1,SAS,0,46,,139,123,26.37260274,W
LAL,1/8/2021,@SAS,"ANTHONY, CARMELO",30,19,4,3,1,1,2,0,0,7,10,0.7,3,4,0.75,2,2,1,3,SAS,0,26,,139,123,36.61369863,W
LAL,1/8/2021,@SAS,"HUNTER, DEANDRE",27,2,4,1,3,1,0,0,0,1,10,0.1,0,6,0,0,0,,2,SAS,0,7,,139,123,23.10136986,W
LAL,1/10/2021,@NOP,"LOPEZ, ROBIN",18,4,4,3,1,1,0,2,1,1,3,0.3333333333,0,1,0,2,2,1,2,NOP,0,11,,116,147,32.77808219,L
LAL,1/12/2021,WAS,"LEVERT, CARIS",19,6,4,1,3,1,0,0,0,2,6,0.3333333333,0,2,0,2,2,1,0,WAS,0,11,,106,69,26.38356164,W
LAL,1/14/2021,DAL,"IRVING, KYRIE",32,20,4,3,1,7,1,1,0,8,13,0.6153846154,2,5,0.4,2,2,1,1,DAL,0,33,,132,111,28.81369863,W
LAL,1/16/2021,@DEN,"LEVERT, CARIS",31,14,4,0,4,3,1,0,4,6,12,0.5,2,7,0.2857142857,0,0,,2,DEN,0,22,,129,118,26.39452055,W
LAL,1/16/2021,@DEN,"LOPEZ, ROBIN",20,12,4,1,3,0,0,0,1,5,7,0.7142857143,1,2,0.5,1,2,0.5,1,DEN,0,16,,129,118,32.79452055,W
LAL,1/16/2021,@DEN,"VONLEH, NOAH",10,4,4,1,3,2,0,0,0,2,3,0.6666666667,0,0,,0,0,,0,DEN,0,10,,129,118,25.39726027,W
LAL,1/17/2021,@UTA,"ANTHONY, CARMELO",13,7,4,0,4,0,0,0,1,3,4,0.75,1,2,0.5,0,0,,2,UTA,0,11,,118,98,36.63835616,W
LAL,1/19/2021,@POR,"BOGDANOVIC, BOJAN",30,27,4,0,4,0,1,0,0,8,13,0.6153846154,3,4,0.75,8,8,1,1,POR,0,32,,152,149,31.75616438,W
LAL,1/24/2021,@ORL,"LOPEZ, ROBIN",11,9,4,3,1,0,0,0,0,4,7,0.5714285714,1,1,1,0,0,,0,ORL,0,13,,126,111,32.81643836,W
LAL,1/26/2021,@MIA,"HAYES, JAXSON",27,6,4,1,3,1,1,2,0,3,6,0.5,0,0,,0,0,,6,MIA,0,14,,88,123,20.67945205,L
LAL,1/28/2021,@ATL,"IRVING, KYRIE",33,21,4,1,3,8,0,0,1,6,13,0.4615384615,2,6,0.3333333333,7,9,0.7777777778,1,ATL,0,33,,133,123,28.85205479,W
LAL,1/30/2021,@IND,"BOGDANOVIC, BOJAN",32,17,4,0,4,1,0,0,0,5,10,0.5,4,5,0.8,3,4,0.75,3,IND,0,22,,105,124,31.78630137,L
LAL,2/1/2021,@MIL,"IRVING, KYRIE",33,26,4,1,3,8,1,1,4,10,24,0.4166666667,3,10,0.3,3,3,1,2,MIL,0,40,,101,117,28.8630137,L
LAL,2/7/2021,LAC,"IRVING, KYRIE",33,27,4,0,4,8,1,0,1,7,16,0.4375,5,8,0.625,8,8,1,3,LAC,0,40,,144,97,28.87945205,W
LAL,2/7/2021,LAC,"LEVERT, CARIS",30,22,4,0,4,1,0,0,0,7,17,0.4117647059,2,6,0.3333333333,6,7,0.8571428571,3,LAC,0,27,,144,97,26.45479452,W
LAL,2/7/2021,LAC,"VONLEH, NOAH",10,4,4,1,3,3,0,0,0,2,2,1,0,0,,0,0,,2,LAC,0,11,,144,97,25.45753425,W
LAL,2/16/2021,NOP,"HAYES, JAXSON",29,8,4,0,4,3,1,4,1,4,6,0.6666666667,0,0,,0,0,,5,NOP,0,20,,108,122,20.7369863,L
LAL,2/16/2021,NOP,"VONLEH, NOAH",10,2,4,0,4,0,0,0,0,1,2,0.5,0,0,,0,0,,0,NOP,0,6,,108,122,25.48219178,L
LAL,2/18/2021,DET,"IRVING, KYRIE",34,47,4,1,3,9,0,1,1,18,25,0.72,5,7,0.7142857143,6,8,0.75,6,DET,0,61,,147,110,28.90958904,W
LAL,2/18/2021,DET,"VONLEH, NOAH",10,5,4,0,4,0,0,0,0,1,1,1,0,0,,3,4,0.75,1,DET,0,9,,147,110,25.48767123,W
LAL,2/20/2021,NYK,"ANTHONY, CARMELO",24,4,4,2,2,1,2,1,0,1,8,0.125,1,4,0.25,1,2,0.5,3,NYK,0,12,,106,93,36.73150685,W
LAL,2/23/2021,@DAL,"LOPEZ, ROBIN",9,9,4,1,3,0,0,0,0,4,4,1,1,1,1,0,0,,0,DAL,0,13,,104,126,32.89863014,L
LAL,2/24/2021,@OKC,"IRVING, KYRIE",35,38,4,1,3,7,0,0,1,12,18,0.6666666667,6,11,0.5454545455,8,9,0.8888888889,5,OKC,0,49,,119,126,28.9260274,L
LAL,2/24/2021,@OKC,"VONLEH, NOAH",14,2,4,0,4,0,0,0,1,1,1,1,0,0,,0,0,,1,OKC,0,6,,119,126,25.50410959,L
LAL,2/26/2021,CLE,"IRVING, KYRIE",39,49,4,0,4,9,1,0,5,16,21,0.7619047619,7,10,0.7,10,12,0.8333333333,2,CLE,0,63,,133,100,28.93150685,W
LAL,2/26/2021,CLE,"VONLEH, NOAH",9,4,4,0,4,1,0,0,0,2,2,1,0,0,,0,0,,0,CLE,0,9,,133,100,25.50958904,W
LAL,2/28/2021,ORL,"IRVING, KYRIE",30,21,4,0,4,5,1,0,1,6,20,0.3,3,11,0.2727272727,6,7,0.8571428571,5,ORL,0,31,,105,91,28.9369863,W
LAL,2/28/2021,ORL,"THYBULLE, MATISSE",21,0,4,0,4,0,3,0,1,0,3,0,0,1,0,0,2,0,1,ORL,0,7,,105,91,23.9890411,W
LAL,3/5/2021,@BOS,"COLLINS, JOHN",22,6,4,0,4,0,1,1,2,1,5,0.2,0,2,0,4,4,1,6,BOS,0,12,,109,127,23.44657534,L
LAL,3/5/2021,@BOS,"VONLEH, NOAH",11,4,4,2,2,1,0,0,1,2,3,0.6666666667,0,0,,0,0,,1,BOS,0,9,,109,127,25.52876712,L
LAL,3/7/2021,@NYK,"IRVING, KYRIE",33,23,4,0,4,5,2,1,2,9,15,0.6,3,8,0.375,2,3,0.6666666667,4,NYK,0,35,,133,102,28.95616438,W
LAL,3/7/2021,@NYK,"WILLIAMS, LOU",20,19,4,0,4,6,0,0,3,6,12,0.5,1,4,0.25,6,6,1,2,NYK,0,29,,133,102,34.35890411,W
LAL,3/8/2021,@BKN,"TILLMAN, XAVIER",18,7,4,0,4,2,1,0,2,3,3,1,0,0,,1,2,0.5,2,BKN,0,14,,107,129,22.15068493,L
LAL,3/8/2021,@BKN,"VONLEH, NOAH",10,2,4,2,2,0,1,0,1,1,1,1,0,0,,0,1,0,1,BKN,0,7,,107,129,25.5369863,L
LAL,3/10/2021,@PHI,"IRVING, KYRIE",38,31,4,1,3,6,0,0,4,11,23,0.4782608696,7,16,0.4375,2,2,1,2,PHI,0,41,,124,133,28.96438356,L
LAL,3/10/2021,@PHI,"HAYES, JAXSON",29,6,4,2,2,1,1,3,1,1,4,0.25,0,0,,4,6,0.6666666667,5,PHI,0,15,,124,133,20.79726027,L
LAL,3/13/2021,LAC,"IRVING, KYRIE",40,20,4,1,3,11,0,0,1,8,12,0.6666666667,4,5,0.8,0,0,,4,LAC,0,35,,125,128,28.97260274,L
LAL,3/13/2021,LAC,"ANTHONY, CARMELO",18,10,4,0,4,0,0,0,0,5,8,0.625,0,2,0,0,0,,2,LAC,0,14,,125,128,36.7890411,L
LAL,3/13/2021,LAC,"LOPEZ, ROBIN",15,2,4,1,3,0,0,1,1,1,2,0.5,0,1,0,0,0,,2,LAC,0,7,,125,128,32.94794521,L
LAL,3/16/2021,POR,"LEVERT, CARIS",32,17,4,1,3,4,1,0,6,5,16,0.3125,1,6,0.1666666667,6,7,0.8571428571,2,POR,0,26,,106,136,26.55616438,L
LAL,3/16/2021,POR,"BOGDANOVIC, BOJAN",35,7,4,0,4,2,2,0,1,3,15,0.2,1,8,0.125,0,0,,3,POR,0,15,,106,136,31.90958904,L
LAL,3/17/2021,@SAC,"LEVERT, CARIS",33,24,4,2,2,4,3,0,2,8,17,0.4705882353,4,11,0.3636363636,4,6,0.6666666667,2,SAC,0,35,,127,117,26.55890411,W
LAL,3/20/2021,SAS,"LOPEZ, ROBIN",11,6,4,2,2,1,0,0,0,3,4,0.75,0,1,0,0,0,,0,SAS,0,11,,88,120,32.96712329,L
LAL,3/20/2021,SAS,"TILLMAN, XAVIER",20,4,4,0,4,1,2,1,2,2,3,0.6666666667,0,0,,0,0,,3,SAS,0,12,,88,120,22.18356164,L
LAL,3/22/2021,HOU,"BOGDANOVIC, BOJAN",34,12,4,1,3,3,1,0,0,4,10,0.4,2,4,0.5,2,2,1,1,HOU,0,20,,114,132,31.9260274,L
LAL,3/22/2021,HOU,"ANTHONY, CARMELO",14,10,4,1,3,0,1,2,0,3,4,0.75,2,3,0.6666666667,2,2,1,0,HOU,0,17,,114,132,36.81369863,L
LAL,3/26/2021,PHX,"ANTHONY, CARMELO",10,5,4,0,4,0,1,0,0,1,1,1,0,0,,3,4,0.75,3,PHX,0,10,,97,122,36.82465753,L
LAL,3/26/2021,PHX,"LOPEZ, ROBIN",13,3,4,2,2,0,0,1,1,1,3,0.3333333333,0,1,0,1,2,0.5,0,PHX,0,8,,97,122,32.98356164,L
LAL,3/28/2021,@DEN,"BOGDANOVIC, BOJAN",32,19,4,2,2,1,0,0,1,5,13,0.3846153846,5,8,0.625,4,6,0.6666666667,4,DEN,0,24,,109,135,31.94246575,L
LAL,4/6/2021,MEM,"TILLMAN, XAVIER",18,6,4,1,3,0,1,1,4,3,10,0.3,0,0,,0,0,,2,MEM,0,12,,106,118,22.23013699,L
LAL,4/8/2021,BOS,"CRAIG, TORREY",18,0,4,0,4,1,1,0,0,0,0,,0,0,,0,0,,1,BOS,0,6,,101,128,30.30136986,L
LAL,4/12/2021,@GSW,"TILLMAN, XAVIER",22,10,4,1,3,2,2,3,4,3,7,0.4285714286,0,0,,4,5,0.8,2,GSW,0,21,,121,104,22.24657534,W
LAL,4/12/2021,@GSW,"LOPEZ, ROBIN",8,3,4,0,4,0,0,0,0,1,1,1,1,1,1,0,0,,0,GSW,0,7,,121,104,33.03013699,W
LAL,4/14/2021,@MEM,"IRVING, KYRIE",27,31,4,2,2,4,0,0,1,12,16,0.75,5,7,0.7142857143,2,3,0.6666666667,6,MEM,0,39,,104,108,29.06027397,L
LAL,4/15/2021,@NOP,"IRVING, KYRIE",39,32,4,1,3,8,0,0,0,11,23,0.4782608696,5,10,0.5,5,5,1,4,NOP,0,44,,114,87,29.0630137,W
LAL,4/15/2021,@NOP,"BOGDANOVIC, BOJAN",35,14,4,0,4,1,4,0,2,5,15,0.3333333333,4,11,0.3636363636,0,0,,2,NOP,0,23,,114,87,31.99178082,W
LAL,4/15/2021,@NOP,"CRAIG, TORREY",8,2,4,2,2,2,0,0,0,1,1,1,0,0,,0,0,,2,NOP,0,8,,114,87,30.32054795,W
LAL,4/24/2021,BKN,"TILLMAN, XAVIER",19,2,4,2,2,0,0,0,1,1,4,0.25,0,0,,0,0,,3,BKN,0,6,,122,116,22.27945205,W
LAL,4/29/2021,DEN,"CRAIG, TORREY",11,2,4,0,4,1,0,0,0,0,1,0,0,1,0,2,2,1,1,DEN,0,7,,102,121,30.35890411,L
LAL,4/30/2021,@UTA,"TILLMAN, XAVIER",20,16,4,0,4,0,0,0,1,8,9,0.8888888889,0,0,,0,2,0,2,UTA,0,20,,107,120,22.29589041,L
LAL,5/2/2021,UTA,"TILLMAN, XAVIER",20,13,4,2,2,1,3,1,2,5,6,0.8333333333,0,0,,3,4,0.75,1,UTA,0,22,,130,115,22.30136986,W
LAL,5/5/2021,@CHA,"IRVING, KYRIE",41,31,4,0,4,10,0,0,2,13,27,0.4814814815,4,11,0.3636363636,1,2,0.5,6,CHA,0,45,,123,132,29.11780822,L
LAL,5/8/2021,@TOR,"LOPEZ, ROBIN",10,2,4,1,3,0,0,1,0,1,2,0.5,0,0,,0,0,,2,TOR,0,7,,118,110,33.10136986,W
LAL,5/10/2021,@CLE,"TILLMAN, XAVIER",14,3,4,2,2,3,1,0,1,1,2,0.5,0,0,,1,2,0.5,2,CLE,0,11,,113,116,22.32328767,L
LAL,5/14/2021,@MIN,"NAPIER, SHABAZZ",36,14,4,0,4,11,2,0,4,5,13,0.3846153846,2,5,0.4,2,2,1,2,MIN,0,31,,105,125,29.83287671,L
LAL,5/19/2021,@SAC,"COLLINS, JOHN",27,15,4,2,2,2,1,0,0,5,8,0.625,0,0,,5,6,0.8333333333,0,SAC,0,22,,99,131,23.65205479,L
LAL,5/19/2021,@SAC,"NAPIER, SHABAZZ",25,13,4,2,2,4,0,0,2,6,15,0.4,1,3,0.3333333333,0,0,,3,SAC,0,21,,99,131,29.84657534,L
LAL,5/19/2021,@SAC,"ANTHONY, CARMELO",21,9,4,1,3,3,0,0,0,2,11,0.1818181818,0,3,0,5,6,0.8333333333,1,SAC,0,16,,99,131,36.97260274,L
LAL,5/19/2021,@SAC,"BOGDANOVIC, BOJAN",15,9,4,2,2,1,0,0,0,3,9,0.3333333333,3,6,0.5,0,0,,1,SAC,0,14,,99,131,32.08493151,L
LAL,5/19/2021,@SAC,"COOK, QUINN",21,9,4,1,3,1,1,0,0,2,11,0.1818181818,0,1,0,5,6,0.8333333333,0,SAC,0,15,,99,131,28.15616438,L
LAL,5/19/2021,@SAC,"TILLMAN, XAVIER",13,4,4,0,4,1,0,0,0,1,1,1,0,0,,2,2,1,2,SAC,0,9,,99,131,22.34794521,L
LAL,5/20/2021,OKC,"NAPIER, SHABAZZ",38,30,4,0,4,10,4,1,2,11,17,0.6470588235,5,9,0.5555555556,3,5,0.6,1,OKC,0,49,,117,85,29.84931507,W
LAL,5/28/2021,SAC,"COLLINS, JOHN",32,28,4,2,2,2,1,0,1,8,11,0.7272727273,1,3,0.3333333333,11,11,1,5,SAC,0,35,,115,111,23.67671233,W
MEM,12/4/2020,@DEN,"MORANT, JA",44,33,4,2,2,10,2,1,7,11,26,0.4230769231,2,5,0.4,9,10,0.9,4,DEN,0,50,,117,123,21.31780822,L
MEM,12/8/2020,CHI,"COLLINS, ZACH",16,2,4,2,2,1,0,0,2,1,4,0.25,0,1,0,0,0,,2,CHI,0,7,,108,114,23.05205479,L
MEM,12/10/2020,BKN,"COLLINS, ZACH",14,5,4,4,0,0,0,0,0,2,6,0.3333333333,1,4,0.25,0,0,,1,BKN,0,9,,112,102,23.05753425,W
MEM,12/12/2020,@LAL,"MORANT, JA",43,31,4,1,3,10,0,0,1,12,21,0.5714285714,4,7,0.5714285714,3,4,0.75,3,LAL,0,45,,99,112,21.33972603,L
MEM,12/12/2020,@LAL,"COLLINS, ZACH",14,7,4,1,3,1,0,0,0,3,8,0.375,1,2,0.5,0,1,0,3,LAL,0,12,,99,112,23.0630137,L
MEM,12/18/2020,HOU,"MORANT, JA",36,20,4,0,4,5,2,0,2,7,16,0.4375,2,6,0.3333333333,4,5,0.8,1,HOU,0,31,,106,147,21.35616438,L
MEM,12/23/2020,DAL,"MORANT, JA",38,38,4,0,4,10,1,0,1,14,25,0.56,4,11,0.3636363636,6,7,0.8571428571,1,DAL,0,53,,103,124,21.36986301,L
MEM,12/29/2020,UTA,"JACKSON, JAREN",28,7,4,0,4,1,0,1,2,2,9,0.2222222222,1,7,0.1428571429,2,2,1,4,UTA,0,13,,83,120,21.28767123,L
MEM,12/31/2020,DEN,"MELTON, DEANTHONY",41,18,4,1,3,8,3,0,1,7,16,0.4375,0,1,0,4,5,0.8,1,DEN,0,33,,136,130,22.59452055,W
MEM,12/31/2020,DEN,"COLLINS, ZACH",15,2,4,0,4,2,0,0,0,1,5,0.2,0,2,0,0,0,,2,DEN,0,8,,136,130,23.11506849,W
MEM,1/2/2021,GSW,"WINSLOW, JUSTISE",31,8,4,0,4,1,0,0,1,3,9,0.3333333333,0,0,,2,2,1,6,GSW,0,13,,120,123,24.77260274,L
MEM,1/6/2021,LAL,"WINSLOW, JUSTISE",29,7,4,1,3,4,0,1,1,3,7,0.4285714286,0,2,0,1,2,0.5,3,LAL,0,16,,114,112,24.78356164,W
MEM,1/6/2021,LAL,"COLLINS, ZACH",12,7,4,1,3,0,0,0,0,2,2,1,2,2,1,1,2,0.5,1,LAL,0,11,,114,112,23.13150685,W
MEM,1/8/2021,@IND,"MORANT, JA",39,18,4,1,3,7,2,0,4,7,14,0.5,0,1,0,4,9,0.4444444444,0,IND,0,31,,85,125,21.41369863,L
MEM,1/8/2021,@IND,"ANDERSON, KYLE",24,6,4,1,3,3,1,2,2,3,7,0.4285714286,0,0,,0,0,,2,IND,0,16,,85,125,27.30136986,L
MEM,1/10/2021,LAC,"JACKSON, JAREN",34,27,4,1,3,1,2,0,0,9,18,0.5,6,11,0.5454545455,3,4,0.75,2,LAC,0,34,,122,138,21.32054795,L
MEM,1/10/2021,LAC,"CLARKE, BRANDON",31,8,4,1,3,2,1,2,2,4,9,0.4444444444,0,0,,0,0,,4,LAC,0,17,,122,138,24.30958904,L
MEM,1/10/2021,LAC,"COLLINS, ZACH",14,5,4,1,3,0,0,0,0,1,2,0.5,0,0,,3,4,0.75,0,LAC,0,9,,122,138,23.14246575,L
MEM,1/14/2021,@MIN,"MORANT, JA",35,22,4,0,4,9,1,1,2,10,21,0.4761904762,1,2,0.5,1,2,0.5,1,MIN,0,37,,110,138,21.43013699,L
MEM,1/17/2021,@CHI,"MORANT, JA",36,19,4,0,4,10,0,0,2,7,19,0.3684210526,1,4,0.25,4,7,0.5714285714,1,CHI,0,33,,123,119,21.43835616,W
MEM,1/17/2021,@CHI,"HOOD, RODNEY",23,13,4,1,3,1,0,0,1,5,8,0.625,1,3,0.3333333333,2,3,0.6666666667,2,CHI,0,18,,123,119,28.24383562,W
MEM,1/22/2021,@GSW,"WINSLOW, JUSTISE",30,17,4,0,4,4,1,1,1,8,10,0.8,1,2,0.5,0,0,,4,GSW,0,27,,92,96,24.82739726,L
MEM,1/26/2021,MIL,"JACKSON, JAREN",38,24,4,0,4,2,0,5,2,6,15,0.4,1,8,0.125,11,12,0.9166666667,1,MIL,0,35,,105,130,21.36438356,L
MEM,1/26/2021,MIL,"MELTON, DEANTHONY",29,14,4,1,3,4,2,0,3,5,15,0.3333333333,1,6,0.1666666667,3,3,1,4,MIL,0,24,,105,130,22.66575342,L
MEM,1/26/2021,MIL,"HOOD, RODNEY",23,8,4,0,4,3,0,0,1,3,4,0.75,0,1,0,2,2,1,0,MIL,0,15,,105,130,28.26849315,L
MEM,1/26/2021,MIL,"WINSLOW, JUSTISE",31,6,4,0,4,3,0,0,3,3,8,0.375,0,0,,0,1,0,3,MIL,0,13,,105,130,24.83835616,L
MEM,1/27/2021,WAS,"JACKSON, JAREN",34,26,4,1,3,1,1,0,0,9,22,0.4090909091,6,14,0.4285714286,2,2,1,4,WAS,0,32,,96,127,21.36712329,L
MEM,1/27/2021,WAS,"HOOD, RODNEY",23,6,4,1,3,4,1,0,2,2,4,0.5,0,1,0,2,2,1,0,WAS,0,15,,96,127,28.27123288,L
MEM,1/27/2021,WAS,"ANDERSON, KYLE",24,0,4,0,4,3,1,3,1,0,4,0,0,0,,0,0,,3,WAS,0,11,,96,127,27.35342466,L
MEM,1/29/2021,MIA,"COLLINS, ZACH",15,1,4,1,3,0,0,1,0,0,3,0,0,2,0,1,2,0.5,1,MIA,0,6,,104,105,23.19452055,L
MEM,1/31/2021,@OKC,"SATORANSKY, TOMAS",24,14,4,1,3,3,1,0,4,4,10,0.4,2,3,0.6666666667,4,4,1,0,OKC,0,22,,110,130,29.25479452,L
MEM,2/3/2021,SAC,"MELTON, DEANTHONY",29,6,4,2,2,5,0,0,4,3,12,0.25,0,4,0,0,0,,1,SAC,0,15,,113,128,22.68767123,L
MEM,2/10/2021,@DEN,"MORANT, JA",31,29,4,1,3,6,1,1,2,11,23,0.4782608696,3,6,0.5,4,5,0.8,2,DEN,0,41,,132,130,21.50410959,W
MEM,2/15/2021,@SAC,"MELTON, DEANTHONY",31,2,4,0,4,6,3,0,2,1,7,0.1428571429,0,3,0,0,0,,4,SAC,0,15,,83,117,22.72054795,L
MEM,2/17/2021,@LAC,"DIENG, GORGUI",16,9,4,1,3,1,0,1,1,3,6,0.5,2,5,0.4,1,2,0.5,0,LAC,0,15,,98,107,31.08219178,L
MEM,2/18/2021,@PHX,"JACKSON, JAREN",33,30,4,0,4,3,0,0,0,10,15,0.6666666667,4,7,0.5714285714,6,7,0.8571428571,4,PHX,0,37,,117,116,21.42739726,W
MEM,2/18/2021,@PHX,"CLARKE, BRANDON",25,10,4,2,2,0,2,0,0,5,9,0.5555555556,0,0,,0,0,,3,PHX,0,16,,117,116,24.41643836,W
MEM,2/18/2021,@PHX,"ANDERSON, KYLE",28,8,4,0,4,3,0,1,0,4,6,0.6666666667,0,0,,0,0,,3,PHX,0,16,,117,116,27.41369863,W
MEM,2/18/2021,@PHX,"WINSLOW, JUSTISE",20,6,4,1,3,5,1,1,0,3,8,0.375,0,0,,0,2,0,4,PHX,0,17,,117,116,24.90136986,W
MEM,2/20/2021,MIN,"WINSLOW, JUSTISE",21,11,4,0,4,2,0,0,1,4,8,0.5,1,2,0.5,2,2,1,0,MIN,0,17,,105,121,24.90684932,L
MEM,2/23/2021,SAS,"MELTON, DEANTHONY",29,14,4,0,4,3,3,0,2,3,8,0.375,0,2,0,8,12,0.6666666667,0,SAS,0,24,,111,103,22.74246575,W
MEM,2/23/2021,SAS,"SATORANSKY, TOMAS",14,5,4,2,2,1,0,0,1,0,3,0,0,1,0,5,5,1,1,SAS,0,10,,111,103,29.31780822,W
MEM,2/25/2021,GSW,"CLARKE, BRANDON",31,10,4,1,3,1,1,1,1,3,8,0.375,0,0,,4,6,0.6666666667,1,GSW,0,17,,90,122,24.43561644,L
MEM,2/27/2021,HOU,"MORANT, JA",34,20,4,0,4,10,1,1,2,7,15,0.4666666667,2,6,0.3333333333,4,5,0.8,4,HOU,0,36,,105,104,21.55068493,W
MEM,2/27/2021,HOU,"ANDERSON, KYLE",22,12,4,0,4,6,0,0,2,6,8,0.75,0,0,,0,0,,2,HOU,0,22,,105,104,27.43835616,W
MEM,3/2/2021,CLE,"HAMPTON, RJ",16,12,4,1,3,1,0,0,2,3,8,0.375,2,4,0.5,4,6,0.6666666667,2,CLE,0,17,,105,98,20.0630137,W
MEM,3/9/2021,@DET,"WINSLOW, JUSTISE",16,7,4,1,3,0,0,1,1,3,10,0.3,1,2,0.5,0,0,,2,DET,0,12,,120,96,24.95342466,W
MEM,3/11/2021,PHX,"MORANT, JA",28,33,4,0,4,4,0,0,2,15,26,0.5769230769,1,3,0.3333333333,2,2,1,0,PHX,0,41,,103,83,21.58356164,W
MEM,3/13/2021,DEN,"MELTON, DEANTHONY",29,10,4,0,4,3,2,1,1,4,10,0.4,2,5,0.4,0,0,,2,DEN,0,20,,109,98,22.79178082,W
MEM,3/14/2021,@NYK,"WINSLOW, JUSTISE",16,6,4,3,1,2,1,0,1,3,4,0.75,0,0,,0,0,,0,NYK,0,13,,120,78,24.96712329,W
MEM,3/16/2021,@NOP,"CLARKE, BRANDON",16,9,4,1,3,0,0,0,0,4,7,0.5714285714,0,0,,1,1,1,1,NOP,0,13,,102,126,24.48767123,L
MEM,3/16/2021,@NOP,"WINSLOW, JUSTISE",17,9,4,2,2,0,1,0,2,4,11,0.3636363636,1,4,0.25,0,0,,2,NOP,0,14,,102,126,24.97260274,L
